1-220kV母线Ⅰ电压Ua_1,2-220kV母线Ⅰ电压Ub_2,3-220kV母线Ⅰ电压Uc_3,4-220kV母线Ⅰ电压3Uo_4,89-220kV瑞达II线路电流Ia_89,90-220kV瑞达II线路电流Ib_90,91-220kV瑞达II线路电流Ic_91,92-220kV瑞达II线路电流3Io_92
47.71125793457031,36.13844299316406,-84.13285064697266,-0.7296961545944214,0.035583313554525375,0.09249991178512573,-0.14209291338920593,-0.0071035269647836685
43.28706359863281,40.73903274536133,-84.32319641113281,-0.6979702115058899,0.035583313554525375,0.09961529076099396,-0.13498826324939728,0.0071035269647836685
38.51275634765625,45.56172180175781,-84.38664245605469,-0.6345183849334717,0.021349987015128136,0.10673066973686218,-0.13498826324939728,0.0
33.7702751159668,49.97194290161133,-83.97422790527344,-0.6027924418449402,0.007116662338376045,0.11384604871273041,-0.13498826324939728,0.0
28.709508895874023,54.38216781616211,-83.24456787109375,-0.44416287541389465,0.007116662338376045,0.12096142768859863,-0.13498826324939728,0.0
23.521427154541016,58.76066207885742,-82.29283905029297,-0.15862959623336792,-0.007116662338376045,0.12096142768859863,-0.12788362801074982,0.0
18.301517486572266,62.79014587402344,-80.99214935302734,0.0,-0.01423332467675209,0.13519218564033508,-0.12788362801074982,0.0
12.954291343688965,66.43888854980469,-79.2790298461914,0.0317259207367897,-0.02846664935350418,0.12807680666446686,-0.12077897787094116,-0.0071035269647836685
7.670722484588623,69.48480224609375,-77.12178039550781,-0.0634518414735794,-0.035583313554525375,0.13519218564033508,-0.12077897787094116,0.0
2.291668176651001,72.3720703125,-74.71073150634766,-0.19035550951957703,-0.04269997403025627,0.1423075646162033,-0.11367432773113251,0.0
-3.2147011756896973,75.1324234008789,-71.95072174072266,-0.15862959623336792,-0.049816638231277466,0.1423075646162033,-0.10656968504190445,-0.0071035269647836685
-8.402783393859863,77.41685485839844,-69.09553527832031,-0.28553327918052673,-0.05693329870700836,0.1423075646162033,-0.09236039221286774,0.0
-13.368063926696777,79.25708770751953,-65.95482635498047,-0.2538073658943176,-0.06404995918273926,0.1423075646162033,-0.09236039221286774,0.0
-18.428831100463867,80.97041320800781,-62.465152740478516,0.0317259207367897,-0.06404995918273926,0.14942292869091034,-0.08525574952363968,0.0071035269647836685
-23.298625946044922,82.3030014038086,-58.84858322143555,0.15862959623336792,-0.07828328758478165,0.14942292869091034,-0.07815109938383102,0.0071035269647836685
-28.136592864990234,83.2231216430664,-54.91476821899414,0.22208143770694733,-0.08539994806051254,0.14942292869091034,-0.06394181400537491,-0.0071035269647836685
-32.84724426269531,83.8259506225586,-50.75888442993164,0.28553327918052673,-0.09251660853624344,0.1423075646162033,-0.06394181400537491,0.0071035269647836685
-37.46240997314453,84.39706420898438,-46.63472366333008,0.41243696212768555,-0.09963327646255493,0.1423075646162033,-0.056837163865566254,0.0
-42.20488739013672,84.7460708618164,-42.161598205566406,0.539340615272522,-0.09963327646255493,0.1423075646162033,-0.049732521176338196,0.0
-46.82005310058594,84.65088653564453,-37.49812698364258,0.44416287541389465,-0.11386659741401672,0.1423075646162033,-0.03552322834730148,-0.0071035269647836685
-51.21241760253906,84.07978057861328,-32.67603302001953,0.22208143770694733,-0.12098325788974762,0.13519218564033508,-0.03552322834730148,0.0
-55.70026779174805,83.38175964355469,-27.53669548034668,0.19035550951957703,-0.12098325788974762,0.13519218564033508,-0.02131393738090992,0.0
-59.86983108520508,82.3030014038086,-22.33390998840332,0.0,-0.1352165788412094,0.13519218564033508,-0.007104645483195782,0.0
-63.84842300415039,80.84349822998047,-17.09939956665039,-0.1269036829471588,-0.12809991836547852,0.12807680666446686,0.0,0.0
-67.28592681884766,78.9080810546875,-11.674543380737305,-0.15862959623336792,-0.1352165788412094,0.12096142768859863,0.007104645483195782,0.0
-70.40513610839844,76.65538024902344,-6.281412124633789,-0.0317259207367897,-0.1352165788412094,0.11384604871273041,0.02131393738090992,0.0
-73.30155181884766,74.2757568359375,-0.8882805109024048,0.1269036829471588,-0.1352165788412094,0.10673066973686218,0.028418581932783127,0.0071035269647836685
-75.84784698486328,71.26158142089844,4.663472652435303,0.0634518414735794,-0.1352165788412094,0.10673066973686218,0.03552322834730148,0.0
-78.01220703125,68.0570297241211,9.739360809326172,-0.31725919246673584,-0.12809991836547852,0.09961529076099396,0.03552322834730148,0.0
-89.43871307373047,37.91522216796875,6.059341907501221,-78.90235900878906,-0.12809991836547852,0.5407687425613403,0.02131393738090992,0.43331512808799744
-88.5475082397461,39.438175201416016,13.578001976013184,-61.770362854003906,-0.1352165788412094,0.5123072266578674,0.06394181400537491,0.4546257257461548
-88.35653686523438,26.5565185546875,17.13112449645996,-77.41123962402344,-0.1423332542181015,0.7257685661315918,0.07815109938383102,0.6535244584083557
-93.00353240966797,3.1728219985961914,21.3187313079834,-118.0521469116211,-0.1423332542181015,0.675960898399353,0.03552322834730148,0.5540751218795776
-82.5318832397461,21.226179122924805,36.22915267944336,-43.27415466308594,-0.1423332542181015,0.7684608101844788,0.07104645669460297,0.6748350262641907
-83.61405944824219,25.033565521240234,39.87744903564453,-32.13835525512695,-0.1494499146938324,0.8324992060661316,0.049732521176338196,0.7174562215805054
-71.9647445678711,38.51805877685547,58.816856384277344,44.57491683959961,-0.1565665751695633,0.9676914215087891,0.04262787476181984,0.8524232506752014
-72.79228973388672,29.38033103942871,61.64031982421875,32.10662841796875,-0.18503321707248688,1.1028835773468018,0.014209290966391563,0.9376655220985413
-78.45780944824219,26.017139434814453,58.91202926635742,11.548234939575195,-0.22061653435230255,1.2451910972595215,-0.007104645483195782,1.0229078531265259
-85.42829895019531,17.894716262817383,56.088565826416016,-19.796974182128906,-0.22773319482803345,1.2736526727676392,-0.007104645483195782,1.0371149778366089
-87.52899169921875,-5.425525188446045,54.50235366821289,-65.86300659179688,-0.20638321340084076,1.2878834009170532,0.04262787476181984,1.1152536869049072
-86.98790740966797,-2.9507243633270264,57.86512756347656,-55.393455505371094,-0.19926655292510986,1.1953834295272827,0.007104645483195782,0.9944937825202942
-87.94276428222656,-3.553560495376587,57.198917388916016,-59.10538864135742,-0.18503321707248688,1.1313450336456299,0.028418581932783127,0.9660796523094177
-74.63835906982422,11.231789588928223,72.49003601074219,16.751285552978516,-0.1423332542181015,1.1171143054962158,0.056837163865566254,1.0229078531265259
-71.93291473388672,8.66180419921875,76.58246612548828,23.921342849731445,-0.10674993693828583,1.1242296695709229,0.07815109938383102,1.0797361135482788
-60.570064544677734,11.993267059326172,85.46527099609375,64.530517578125,-0.1352165788412094,1.1740373373031616,0.056837163865566254,1.0726325511932373
-64.26219177246094,-1.8402366638183594,80.2942123413086,24.936573028564453,-0.12809991836547852,1.1526912450790405,0.06394181400537491,1.0655289888381958
-61.87504196166992,-11.358702659606934,81.65835571289062,14.78427791595459,-0.12098325788974762,1.1028835773468018,0.056837163865566254,1.0158042907714844
-57.578163146972656,-21.099266052246094,83.11767578125,8.121835708618164,-0.1494499146938324,1.0246144533157349,0.06394181400537491,0.9234585165977478
-54.39529037475586,-29.412057876586914,81.84870147705078,-3.1725919246673584,-0.1352165788412094,0.8538453578948975,0.049732521176338196,0.7458703517913818
-49.811954498291016,-19.925321578979492,86.32183074951172,28.99748992919922,-0.10674993693828583,0.7328839302062988,0.049732521176338196,0.6606280207633972
-43.41437911987305,-20.750255584716797,88.19356536865234,42.16374588012695,-0.09963327646255493,0.5905763506889343,0.06394181400537491,0.5398680567741394
-37.46240997314453,-12.691287994384766,91.3659896850586,71.41504669189453,-0.07828328758478165,0.5194225907325745,0.07104645669460297,0.4972468912601471
-35.743656158447266,-16.689043045043945,87.24183654785156,60.628231048583984,-0.06404995918273926,0.43403804302215576,0.07815109938383102,0.4191080927848816
-31.12849235534668,-22.273210525512695,87.14665985107422,58.819854736328125,-0.05693329870700836,0.334422767162323,0.08525574952363968,0.3480728268623352
-33.64296340942383,-32.2993278503418,78.23213195800781,21.256366729736328,-0.04269997403025627,0.19923058152198792,0.08525574952363968,0.22020933032035828
-25.112863540649414,-35.66251754760742,80.48455810546875,34.23226547241211,-0.02846664935350418,0.03557689115405083,0.09236039221286774,0.08524232357740402
-21.19793128967285,-39.40644836425781,78.61282348632812,31.18657875061035,-0.007116662338376045,-0.1636536866426468,0.10656968504190445,-0.0781387984752655
-12.795146942138672,-40.58039093017578,78.39075469970703,43.52796173095703,0.02846664935350418,-0.3273073732852936,0.11367432773113251,-0.21310581266880035
-6.206601142883301,-37.026832580566406,81.27766418457031,65.76782989501953,0.05693329870700836,-0.5194225907325745,0.12788362801074982,-0.3480728268623352
0.2864585220813751,-37.50275421142578,77.50247192382812,69.9239273071289,0.07828328758478165,-0.6546147465705872,0.13498826324939728,-0.4617292582988739
9.32581615447998,-35.7577018737793,78.9617919921875,91.05339050292969,0.08539994806051254,-0.8040376901626587,0.13498826324939728,-0.6109033226966858
10.40799331665039,-44.387779235839844,72.42658233642578,66.68788146972656,0.09251660853624344,-0.9534606337547302,0.13498826324939728,-0.7529738545417786
16.901052474975586,-45.149253845214844,69.95208740234375,72.4302749633789,0.09963327646255493,-1.1242296695709229,0.12788362801074982,-0.9163549542427063
19.988439559936523,-49.940216064453125,63.987918853759766,58.91503143310547,0.10674993693828583,-1.3163448572158813,0.12788362801074982,-1.0939431190490723
25.208349227905273,-50.0036735534668,61.2279052734375,63.26148223876953,0.12809991836547852,-1.5226908922195435,0.14209291338920593,-1.271531343460083
28.39122200012207,-50.130584716796875,56.40581130981445,60.05716323852539,0.1494499146938324,-1.74326753616333,0.1491975635290146,-1.4491194486618042
35.29805374145508,-49.21046829223633,52.725791931152344,67.48103332519531,0.17079989612102509,-1.9211519956588745,0.1491975635290146,-1.5982935428619385
39.34030532836914,-44.387779235839844,49.458187103271484,76.93535614013672,0.20638321340084076,-2.099036455154419,0.1634068489074707,-1.7474676370620728
43.764495849609375,-46.29146957397461,43.303672790527344,70.68534851074219,0.22773319482803345,-2.276921033859253,0.17051149904727936,-1.882434606552124
49.46183776855469,-46.450111389160156,40.38503646850586,75.28560638427734,0.22773319482803345,-2.4334592819213867,0.17051149904727936,-2.024505138397217
52.26276397705078,-48.60763168334961,33.2470703125,64.02290344238281,0.24908319115638733,-2.6042282581329346,0.1634068489074707,-2.1949899196624756
57.60999298095703,-48.480716705322266,28.171180725097656,64.72087860107422,0.25619983673095703,-2.7821128368377686,0.177616149187088,-2.3441638946533203
60.63372039794922,-50.09885787963867,22.524255752563477,57.2970085144043,0.2704331576824188,-2.9528818130493164,0.177616149187088,-2.486234426498413
65.88545989990234,-48.35380554199219,18.59044075012207,62.56351089477539,0.2917831540107727,-3.1165354251861572,0.177616149187088,-2.642512083053589
