500kV建太甲线_1,500kV建太甲线_2,500kV建太甲线_3,500kV建太甲线_4,500kV建太甲线_33,500kV建太甲线_34,500kV建太甲线_35,500kV建太甲线_36
52.40164566040039,-88.3694839477539,27.4764347076416,-13.52838134765625,0.034540001302957535,0.04233599826693535,0.0550989992916584,0.14912700653076172
39.3942985534668,-98.12361145019531,-5.244908809661865,-112.08338928222656,0.04834799841046333,0.05615999922156334,0.08265099674463272,0.19739900529384613
51.829776763916016,-92.54827880859375,27.368515014648438,-24.329145431518555,0.04834799841046333,0.05615999922156334,0.08953899890184402,0.19395099580287933
39.3889045715332,-102.77151489257812,-0.339944988489151,-110.65687561035156,0.05180000141263008,0.05961599946022034,0.1205350011587143,0.23877499997615814
67.49146270751953,-84.47645568847656,11.153534889221191,-9.31153678894043,0.04834799841046333,0.05615999922156334,0.10675899684429169,0.21119099855422974
78.54581451416016,-78.6099624633789,7.257623195648193,13.011087417602539,0.041443999856710434,0.05615999922156334,0.11020299792289734,0.21808700263500214
85.83985137939453,-66.10051727294922,8.379990577697754,49.5596809387207,0.034540001302957535,0.045791998505592346,0.11020299792289734,0.20429499447345734
71.2140121459961,-81.31135559082031,-2.6710169315338135,-22.103153228759766,0.04834799841046333,0.06652799993753433,0.11020299792289734,0.23187899589538574
87.58783721923828,-65.89562225341797,-2.1745851039886475,33.64854049682617,0.027636000886559486,0.05270399898290634,0.10675899684429169,0.19739900529384613
85.48918151855469,-63.25893783569336,-0.377716988325119,37.89673614501953,0.020732000470161438,0.04233599826693535,0.10331500321626663,0.18360699713230133
86.70845031738281,-64.12165832519531,2.379638910293579,43.148197174072266,0.020732000470161438,0.04233599826693535,0.08953899890184402,0.17671099305152893
89.43292236328125,-58.38456726074219,0.6151469945907593,54.51329803466797,0.020732000470161438,0.049247998744249344,0.07920700311660767,0.16636699438095093
91.3751220703125,-50.57695388793945,4.581206798553467,78.70136260986328,0.020732000470161438,0.049247998744249344,0.07576300203800201,0.14912700653076172
87.40979766845703,-52.474937438964844,3.528986930847168,66.67003631591797,0.01382800005376339,0.04233599826693535,0.05165499821305275,0.12154299765825272
86.91345977783203,-53.71509552001953,2.1368188858032227,60.807212829589844,0.0069240001030266285,0.04233599826693535,0.03787900134921074,0.09740699827671051
92.41096496582031,-39.566490173339844,2.768151044845581,96.12523651123047,-0.006883999798446894,0.02160000056028366,0.02410300076007843,0.0456870011985302
95.46453857421875,-27.88202476501465,-0.6744970083236694,116.07295227050781,-0.01033599954098463,0.02160000056028366,0.013771000318229198,0.028447000309824944
96.3655014038086,-29.66138458251953,0.5989590287208557,117.34270477294922,-0.013787999749183655,0.014688000082969666,-0.006893000099807978,0.004310999996960163
97.3204116821289,-22.576297760009766,-9.934033393859863,112.5615234375,-0.020692000165581703,0.011231999844312668,-0.027557000517845154,-0.02672100067138672
101.63101959228516,-13.792729377746582,-14.245436668395996,127.96319580078125,-0.03449999913573265,0.0008640000014565885,-0.05510900169610977,-0.08533699810504913
101.99248504638672,-8.859048843383789,-9.399828910827637,145.2538299560547,-0.04140400141477585,-0.012959999963641167,-0.07921700179576874,-0.13705700635910034
98.10269165039062,-3.6342010498046875,-12.162581443786621,142.97296142578125,-0.04830799996852875,-0.016416000202298164,-0.1033250018954277,-0.16808900237083435
93.9647216796875,1.7955429553985596,-9.869280815124512,149.25120544433594,-0.05521199852228165,-0.019872000440955162,-0.12743300199508667,-0.19912099838256836
90.04255676269531,3.078839063644409,-8.336816787719727,147.3308868408203,-0.062116000801324844,-0.026784000918269157,-0.15154099464416504,-0.23015299439430237
83.33657836914062,9.468358993530273,-9.793737411499023,144.53273010253906,-0.06902000308036804,-0.040608000010252,-0.17909300327301025,-0.278425008058548
78.4541015625,13.74960708618164,-7.932116985321045,146.4922332763672,-0.08282800018787384,-0.05443200096487999,-0.20664499700069427,-0.340489000082016
78.9450454711914,21.514087677001953,-10.06893253326416,157.01866149902344,-0.09663599729537964,-0.05443200096487999,-0.2341970056295395,-0.392208993434906
78.57279205322266,28.183990478515625,-5.4769368171691895,176.00230407714844,-0.10699199885129929,-0.06825599819421768,-0.2548609972000122,-0.4370329976081848
76.81401824951172,36.02396011352539,-9.01671314239502,180.47779846191406,-0.11044400185346603,-0.07516799867153168,-0.2893010079860687,-0.4818570017814636
73.53385925292969,39.108184814453125,-10.122893333435059,178.14207458496094,-0.11734800040721893,-0.09244800359010696,-0.32374098896980286,-0.533577024936676
69.74656677246094,43.81000518798828,-11.838821411132812,176.77041625976562,-0.13460800051689148,-0.09935999661684036,-0.3581809997558594,-0.595641016960144
68.58125305175781,50.905879974365234,-11.968324661254883,186.99900817871094,-0.14496399462223053,-0.11318399757146835,-0.3926210105419159,-0.6577050089836121
65.64636993408203,59.30122375488281,-11.682336807250977,196.91407775878906,-0.15877200663089752,-0.12700800597667694,-0.4201729893684387,-0.7059770226478577
60.89876937866211,64.4074478149414,-11.4395170211792,198.04275512695312,-0.16912800073623657,-0.13737599551677704,-0.44772499799728394,-0.7542489767074585
51.484493255615234,68.60781860351562,-10.635513305664062,190.4398956298828,-0.17258000373840332,-0.15119999647140503,-0.4718329906463623,-0.8094170093536377
42.67985534667969,67.11962127685547,-11.385557174682617,170.96246337890625,-0.18638800084590912,-0.15811200439929962,-0.520048975944519,-0.8680329918861389
23.781169891357422,67.64804077148438,-11.504268646240234,137.83123779296875,-0.20019599795341492,-0.1753920018672943,-0.554489016532898,-0.9232010245323181
16.870174407958984,74.47970581054688,-9.426809310913086,140.98211669921875,-0.21400399506092072,-0.1857600063085556,-0.5854849815368652,-0.9887130260467529
7.811970233917236,77.41294860839844,-9.7721529006958,130.1735076904297,-0.2278120070695877,-0.206496000289917,-0.6130369901657104,-1.0369850397109985
3.965334892272949,77.03012084960938,-9.437601089477539,123.55824279785156,-0.23816800117492676,-0.2134079933166504,-0.6405889987945557,-1.0921529531478882
-1.0412249565124512,78.28105926513672,-11.612189292907715,113.50208282470703,-0.24507200717926025,-0.23068800568580627,-0.6681410074234009,-1.1438729763031006
5.907535076141357,83.25788116455078,-11.649961471557617,134.20223999023438,-0.2623319923877716,-0.24105599522590637,-0.7129129767417908,-1.212833046913147
8.324495315551758,85.87838745117188,-11.649961471557617,142.6907958984375,-0.2692359983921051,-0.25488001108169556,-0.7301329970359802,-1.2645529508590698
11.593865394592285,88.8709487915039,-11.417933464050293,153.52291870117188,-0.28649601340293884,-0.26870399713516235,-0.7576850056648254,-1.3093769550323486
5.4435648918151855,89.59347534179688,-10.430464744567871,146.11599731445312,-0.2899479866027832,-0.27561599016189575,-0.778348982334137,-1.3507529497146606
1.0520349740982056,92.94190979003906,-10.775809288024902,143.73324584960938,-0.3037559986114502,-0.28944000601768494,-0.8024569749832153,-1.402472972869873
-10.698274612426758,93.64286804199219,-9.604877471923828,126.67776489257812,-0.3106600046157837,-0.30326399207115173,-0.8265650272369385,-1.4472969770431519
-19.680950164794922,94.38157653808594,-8.930377006530762,113.36100006103516,-0.3175640106201172,-0.3170880079269409,-0.84722900390625,-1.485224962234497
-31.388099670410156,94.9261703491211,-7.60296106338501,96.21145629882812,-0.3175640106201172,-0.3170880079269409,-0.8610050082206726,-1.5059130191802979
-40.365379333496094,95.76192474365234,-6.890688896179199,83.07496643066406,-0.3244679868221283,-0.3240000009536743,-0.8713369965553284,-1.5334969758987427
-49.70951843261719,92.64534759521484,-6.842124938964844,61.214786529541016,-0.3313719928264618,-0.3378239870071411,-0.8816689848899841,-1.5541850328445435
-54.20895004272461,90.6449203491211,-7.640732765197754,48.305599212646484,-0.3382759988307953,-0.3447360098361969,-0.8954449892044067,-1.585216999053955
-59.68487548828125,87.43128967285156,-6.928461074829102,34.31476974487305,-0.3451800048351288,-0.3481920063495636,-0.9092209935188293,-1.609352946281433
-62.60356903076172,88.53125762939453,-7.187469005584717,30.630910873413086,-0.3451800048351288,-0.355103999376297,-0.9092209935188293,-1.6162489652633667
-63.412818908691406,86.1695556640625,-5.940992832183838,26.947050094604492,-0.3451800048351288,-0.3620159924030304,-0.9126650094985962,-1.6231449842453003
-65.5060806274414,81.8182144165039,-6.275545120239258,15.26059341430664,-0.3451800048351288,-0.3585599958896637,-0.9126650094985962,-1.6231449842453003
-66.69297790527344,79.2354507446289,-5.331244945526123,10.275625228881836,-0.34172800183296204,-0.3585599958896637,-0.9126650094985962,-1.626592993736267
-70.58277130126953,79.00897979736328,-5.449956893920898,3.0019609928131104,-0.34172800183296204,-0.3689279854297638,-0.9092209935188293,-1.626592993736267
-73.19934844970703,76.68502807617188,-2.951608896255493,-1.489212989807129,-0.3382759988307953,-0.3654719889163971,-0.9023330211639404,-1.6128009557724
-78.00090026855469,74.59832763671875,-3.1296770572662354,-13.277565002441406,-0.33482399582862854,-0.3620159924030304,-0.8885570168495178,-1.5955610275268555
-83.05062103271484,68.947509765625,-1.3004330396652222,-28.32652473449707,-0.32791998982429504,-0.3620159924030304,-0.885113000869751,-1.5783209800720215
-90.33386993408203,64.47754669189453,-1.9695370197296143,-49.39506912231445,-0.3244679868221283,-0.3585599958896637,-0.8713369965553284,-1.5541850328445435
-92.66990661621094,60.26639175415039,-1.295037031173706,-59.04364776611328,-0.31411200761795044,-0.3516480028629303,-0.8575609922409058,-1.5334969758987427
-95.11383819580078,53.94696807861328,-1.1115729808807373,-73.73989868164062,-0.3106600046157837,-0.3481920063495636,-0.8403409719467163,-1.502465009689331
-95.5670166015625,48.54418182373047,-0.07014500349760056,-81.9933090209961,-0.30030399560928345,-0.3447360098361969,-0.8127890229225159,-1.4679850339889526
-96.40863800048828,43.5404052734375,-0.5827649831771851,-92.89596557617188,-0.2899479866027832,-0.3309119939804077,-0.7955690026283264,-1.4231610298156738
-94.13195037841797,33.079925537109375,0.28599101305007935,-105.68758392333984,-0.2761400043964386,-0.3240000009536743,-0.7749050259590149,-1.3886810541152954
-92.79399108886719,21.384679794311523,-0.32375699281692505,-125.64313507080078,-0.25887998938560486,-0.3170880079269409,-0.7507969737052917,-1.336961030960083
-91.22943878173828,13.140311241149902,1.4299429655075073,-134.18655395507812,-0.24507200717926025,-0.3136320114135742,-0.7232450246810913,-1.2921370267868042
-88.90959167480469,6.491974830627441,1.4892990589141846,-141.2564239501953,-0.23126399517059326,-0.29635199904441833,-0.6956930160522461,-1.236968994140625
-87.14002990722656,1.9357349872589111,2.9947829246520996,-143.05917358398438,-0.2209080010652542,-0.28944000601768494,-0.6681410074234009,-1.1886969804763794
-89.76200103759766,-0.5445849895477295,2.077462911605835,-153.12315368652344,-0.20364800095558167,-0.27907198667526245,-0.6371449828147888,-1.136976957321167
-91.7311782836914,0.16715900599956512,3.129683017730713,-153.64830017089844,-0.20019599795341492,-0.26870399713516235,-0.6061490178108215,-1.0852570533752441
-92.91807556152344,2.528855085372925,2.4821629524230957,-152.66856384277344,-0.18638800084590912,-0.26179200410842896,-0.5785970091819763,-1.0335370302200317
-94.822509765625,1.714663028717041,4.05779504776001,-154.6515655517578,-0.17258000373840332,-0.24796800315380096,-0.5441570281982422,-0.9749209880828857
-94.601318359375,-0.85732102394104,3.5074028968811035,-159.72276306152344,-0.15877200663089752,-0.23068800568580627,-0.5028290152549744,-0.9128569960594177
-91.54235076904297,-7.705161094665527,4.726899147033691,-164.00230407714844,-0.15186800062656403,-0.2134079933166504,-0.46838900446891785,-0.8542410135269165
-88.35929870605469,-16.461769104003906,3.8851230144500732,-175.0617218017578,-0.14496399462223053,-0.206496000289917,-0.42706099152565,-0.7887290120124817
-83.52538299560547,-28.232505798339844,5.271894931793213,-184.7416534423828,-0.13115599751472473,-0.1857600063085556,-0.3926210105419159,-0.7266650199890137
-77.60166931152344,-40.52626419067383,4.721502780914307,-196.8748779296875,-0.11734800040721893,-0.1719360053539276,-0.3547370135784149,-0.6611530184745789
-71.2733383178711,-51.9465217590332,6.561539173126221,-202.5260772705078,-0.10354000329971313,-0.15811200439929962,-0.30996501445770264,-0.5887449979782104
-65.30646514892578,-60.498233795166016,5.342042922973633,-208.94540405273438,-0.08973199874162674,-0.14083200693130493,-0.2755250036716461,-0.5232329964637756
-59.210113525390625,-68.89897155761719,6.836734771728516,-210.80300903320312,-0.08973199874162674,-0.12700800597667694,-0.2341970056295395,-0.4577209949493408
-54.845558166503906,-73.7302017211914,5.590259075164795,-213.51495361328125,-0.07937599718570709,-0.10281600058078766,-0.19631299376487732,-0.402552992105484
-50.5781135559082,-75.28309631347656,6.631687164306641,-207.1426544189453,-0.062116000801324844,-0.09590400010347366,-0.16531699895858765,-0.340489000082016
