罗平II母线A相_13,罗平II母线B相_14,罗平II母线C相_15,罗平II母线3U0_16,罗平II回线A相_29,罗平II回线B相_30,罗平II回线C相_31,罗平II回线3I0_32
83.9188003540039,-64.20268249511719,-18.87704086303711,1.0567879676818848,0.09838400036096573,-0.0681840032339096,-0.11559499800205231,-0.041777998208999634
87.21868133544922,-46.32135009765625,-40.129268646240234,1.0101649761199951,0.08703199774026871,-0.04166800156235695,-0.1326500028371811,-0.039879001677036285
84.45840454101562,-25.069124221801758,-58.9337043762207,0.5439350008964539,0.0662200003862381,-0.011363999918103218,-0.1421249955892563,-0.03608100116252899
77.12186431884766,-2.841928005218506,-74.20128631591797,0.0777050033211708,0.043515998870134354,0.009469999931752682,-0.14970499277114868,-0.041777998208999634
63.89118957519531,19.4060115814209,-83.61906433105469,-0.5594760179519653,0.02648800052702427,0.024622000753879547,-0.14402000606060028,-0.039879001677036285
46.15689468383789,40.606380462646484,-87.06256866455078,-0.4040659964084625,-0.005675999913364649,0.0340920016169548,-0.1269650012254715,-0.039879001677036285
24.852914810180664,59.60788345336914,-84.61477661132812,-0.3419019877910614,-0.02648800052702427,0.04356199875473976,-0.11180499941110611,-0.039879001677036285
2.781035900115967,74.80286407470703,-77.29214477539062,0.27973800897598267,-0.049192000180482864,0.05113799870014191,-0.09475000202655792,-0.03798000141978264
-19.353105545043945,84.09617614746094,-64.07821655273438,0.9169189929962158,-0.056759998202323914,0.03977400064468384,-0.07011500000953674,-0.03798000141978264
-40.802364349365234,87.39447021484375,-46.30060958862305,0.21757400035858154,-0.07000400125980377,0.03030399978160858,-0.041689999401569366,-0.03608100116252899
-59.813026428222656,84.98816680908203,-24.861684799194336,0.5594760179519653,-0.07378800213336945,0.009469999931752682,-0.02274000085890293,-0.039879001677036285
-74.75590515136719,77.06395721435547,-2.6967198848724365,-0.419607013463974,-0.08513999730348587,0.0037879999727010727,0.007579999975860119,-0.034182000905275345
-84.02256774902344,64.0574722290039,19.198572158813477,-0.9324600100517273,-0.07189600169658661,-0.024622000753879547,0.007579999975860119,-0.034182000905275345
-87.21868133544922,46.248748779296875,40.32633590698242,-0.7770500183105469,-0.05865199863910675,-0.04545599967241287,0.03410999849438667,-0.03798000141978264
-84.48953247070312,25.00689125061035,59.1930046081543,-0.37298399209976196,-0.03973200172185898,-0.07954800128936768,0.030319999903440475,-0.034182000905275345
-77.04922485351562,2.6241159439086914,74.4502182006836,0.10878700017929077,-0.028379999101161957,-0.09280599653720856,0.04737500101327896,-0.0322830006480217
-63.63176345825195,-19.488988876342773,83.58795166015625,0.6527220010757446,0.003783999942243099,-0.11364000290632248,0.032214999198913574,-0.0322830006480217
-45.9286003112793,-40.61675262451172,86.9795913696289,0.6682630181312561,0.02648800052702427,-0.1174279972910881,0.02274000085890293,-0.03798000141978264
-24.562358856201172,-59.794578552246094,84.57328796386719,0.4351480007171631,0.05865199863910675,-0.14015600085258484,-0.0018949999939650297,-0.03608100116252899
-2.2725629806518555,-74.92733001708984,77.15731048583984,0.031082000583410263,0.07568000257015228,-0.14204999804496765,-0.009475000202655792,-0.03608100116252899
19.851200103759766,-84.27249908447266,63.89152145385742,-0.7615090012550354,0.08324799686670303,-0.1363680064678192,-0.03600500151515007,-0.034182000905275345
41.10329818725586,-87.34261322021484,46.12428283691406,-0.1709509938955307,0.09649199992418289,-0.1174279972910881,-0.06063999980688095,-0.034182000905275345
59.95830535888672,-85.0711441040039,25.058752059936523,-0.21757400035858154,0.1021680012345314,-0.100382000207901,-0.09475000202655792,-0.0322830006480217
74.74552917480469,-77.07433319091797,2.8004400730133057,0.48177099227905273,0.10406000167131424,-0.08523000031709671,-0.11180499941110611,-0.03608100116252899
84.04331970214844,-63.95375061035156,-19.312664031982422,0.9480010271072388,0.09459999948740005,-0.0662899985909462,-0.1174900010228157,-0.03038400039076805
90.331787109375,-42.3177604675293,-26.334508895874023,37.08082580566406,0.11541199684143066,-0.018939999863505363,-0.45100998878479004,-0.3152340054512024
88.8893814086914,-20.422468185424805,-34.715084075927734,58.18550491333008,0.06054399907588959,0.0037879999727010727,-0.8603299856185913,-0.7406100034713745
78.40861511230469,-0.7571560144424438,-47.0888786315918,52.74615478515625,0.05865199863910675,0.04356199875473976,-1.4553600549697876,-1.3065119981765747
65.16755676269531,21.293716430664062,-47.54524612426758,67.24591064453125,0.06432799994945526,0.11932200193405151,-2.141350030899048,-1.9065959453582764
46.22953414916992,41.34279251098633,-50.26271057128906,64.47960662841797,0.04729999974370003,0.15720200538635254,-2.8273398876190186,-2.5674479007720947
25.9321231842041,61.05996322631836,-48.540958404541016,66.29790496826172,0.03784000128507614,0.20644600689411163,-3.496274948120117,-3.207411050796509
3.113100051879883,75.41481018066406,-43.220123291015625,60.95180130004883,0.035948000848293304,0.22728000581264496,-4.0837249755859375,-3.7619190216064453
-19.488006591796875,83.55683135986328,-36.9035758972168,46.87165451049805,0.02648800052702427,0.23675000667572021,-4.529049873352051,-4.213881015777588
-40.8438720703125,87.19740295410156,-27.02943229675293,33.22665786743164,0.04162399843335152,0.23675000667572021,-4.82466983795166,-4.487337112426758
-61.06864547729492,83.72278594970703,-15.620231628417969,12.199685096740723,0.04729999974370003,0.2556900084018707,-4.934579849243164,-4.578488826751709
-75.5341796875,76.4208984375,-3.7131760120391846,-4.802168846130371,0.056759998202323914,0.23864400386810303,-4.832250118255615,-4.4930338859558105
-84.74896240234375,62.10753631591797,8.743596076965332,-23.715566635131836,0.062435999512672424,0.22349199652671814,-4.546104907989502,-4.2100830078125
-88.21487426757812,43.63500213623047,20.775115966796875,-40.9660758972168,0.07757200300693512,0.17993000149726868,-4.072354793548584,-3.7524240016937256
-85.30931854248047,22.67319107055664,31.16786003112793,-54.3157958984375,0.09270799905061722,0.1496260017156601,-3.4451100826263428,-3.1523399353027344
-79.13500213623047,-0.8919919729232788,39.74550247192383,-69.68584442138672,0.10406000167131424,0.100382000207901,-2.702270030975342,-2.4345180988311768
-65.6033935546875,-22.6213321685791,44.8588981628418,-75.42047119140625,0.11919599771499634,0.06439600139856339,-1.9044749736785889,-1.6540290117263794
-47.98324966430664,-43.220123291015625,47.69045639038086,-75.6846694946289,0.13622400164604187,0.013257999904453754,-1.0858349800109863,-0.8621460199356079
-27.15660858154297,-63.103248596191406,46.83995056152344,-75.6535873413086,0.14946800470352173,-0.020834000781178474,-0.31077998876571655,-0.11394000053405762
-4.441356182098389,-76.84614562988281,42.919334411621094,-66.53102111816406,0.15514400601387024,-0.05492600053548813,0.3714199960231781,0.5431140065193176
18.305028915405273,-85.83866882324219,36.353858947753906,-54.11376190185547,0.15136000514030457,-0.0662899985909462,0.9152849912643433,1.05964195728302
39.41184616088867,-88.65985870361328,26.4278564453125,-39.47414016723633,0.14568400382995605,-0.07386600226163864,1.2791249752044678,1.4242500066757202
59.05550765991211,-85.49639892578125,14.271871566772461,-21.07359504699707,0.14568400382995605,-0.07765399664640427,1.4458849430084229,1.583765983581543
74.57949829101562,-77.18842315673828,2.6552319526672363,-0.13986900448799133,0.1532520055770874,-0.07007800042629242,1.419355034828186,1.5628770589828491
84.05370330810547,-62.895809173583984,-9.988236427307129,19.11543083190918,0.13433200120925903,-0.05113799870014191,1.1881649494171143,1.3425929546356201
87.83092498779297,-43.89430236816406,-22.496868133544922,36.87879180908203,0.12865599989891052,-0.020834000781178474,0.7731599807739258,0.9419040083885193
85.08102416992188,-22.351659774780273,-32.52659225463867,52.03126907348633,0.10406000167131424,0.01515199989080429,0.19139499962329865,0.3892950117588043
77.40204620361328,0.28004398941993713,-41.965110778808594,61.62006378173828,0.10027600079774857,0.05871399864554405,-0.4832249879837036,-0.265859991312027
64.1609878540039,22.53835678100586,-47.46227264404297,67.89862823486328,0.08324799686670303,0.09659399837255478,-1.2146949768066406,-0.9722880125045776
46.727630615234375,43.02305603027344,-49.54704284667969,69.73246765136719,0.0510840006172657,0.1363680064678192,-1.9404799938201904,-1.684412956237793
26.004762649536133,62.35646438598633,-48.613563537597656,68.97095489501953,0.035948000848293304,0.1685660034418106,-2.632154941558838,-2.3737499713897705
4.181931018829346,76.63871002197266,-44.423274993896484,62.9410514831543,0.02648800052702427,0.19318799674510956,-3.257504940032959,-2.9852280616760254
-18.138996124267578,85.30970001220703,-37.21473693847656,51.73598861694336,0.015135999768972397,0.1988700032234192,-3.74641489982605,-3.47137188911438
-39.76466369628906,87.96493530273438,-27.796960830688477,35.12266159057617,0.01892000064253807,0.19318799674510956,-4.079935073852539,-3.805596113204956
