17-220kV Ⅱ母电压Ua_17,18-220kV Ⅱ母电压Ub_18,19-220kV Ⅱ母电压Uc_19,20-220kV Ⅱ母电压3Uo_20,21-220kV小开Ⅱ回线路电流Ia_21,22-220kV小开Ⅱ回线路电流Ib_22,23-220kV小开Ⅱ回线路电流Ic_23,24-220kV小开Ⅱ回线路电流3Io_24
7.872594833374023,-14.336113929748535,6.6093339920043945,0.0,3.104526996612549,-3.102165937423706,0.14093557000160217,0.035254474729299545
18.008161544799805,-23.204795837402344,1.3981283903121948,0.06356272101402283,4.0923309326171875,-4.265478134155273,0.1761694699525833,-0.035254474729299545
48.797340393066406,-49.27045822143555,-4.607468605041504,0.38137632608413696,6.667677402496338,-6.6978583335876465,0.10570167750120163,-0.035254474729299545
20.5261173248291,-11.634185791015625,-9.024283409118652,0.031781360507011414,9.560531616210938,-9.588512420654297,0.10570167750120163,-0.035254474729299545
14.1515474319458,-1.430432677268982,-13.885956764221191,0.0,10.548336029052734,-10.646069526672363,0.10570167750120163,-0.035254474729299545
13.514089584350586,8.296509742736816,-18.302770614624023,0.19068816304206848,9.348859786987305,-9.447504997253418,0.1761694699525833,0.035254474729299545
24.797080993652344,-1.017196536064148,-22.08407211303711,0.19068816304206848,10.124991416931152,-10.258298873901367,0.2466372549533844,0.0
49.626033782958984,-21.520065307617188,-28.470977783203125,-0.06356272101402283,12.206436157226562,-12.302907943725586,0.1761694699525833,0.0
33.689605712890625,1.5257948637008667,-34.22237014770508,-0.5720645189285278,15.064011573791504,-15.228814125061035,0.21140335500240326,0.0
24.382732391357422,13.001043319702148,-37.11395263671875,-0.2542508840560913,15.769586563110352,-15.792844772338867,0.07046778500080109,0.0
20.717355728149414,21.83793830871582,-43.27842712402344,-0.12712544202804565,14.640666961669922,-14.66478443145752,0.14093557000160217,0.07050894945859909
34.74140930175781,9.568004608154297,-45.34384536743164,0.5402831435203552,14.711224555969238,-14.876296043395996,0.21140335500240326,0.0
54.088233947753906,-2.9562275409698486,-54.01859664916992,0.09534408152103424,16.157651901245117,-16.392126083374023,0.3171050250530243,0.0
43.18771743774414,12.778532028198242,-54.654109954833984,0.38137632608413696,18.62716293334961,-18.859758377075195,0.21140335500240326,-0.035254474729299545
37.83307647705078,25.3663387298584,-61.6765251159668,-0.12712544202804565,19.085784912109375,-19.177024841308594,0.07046778500080109,-0.07050894945859909
29.32302474975586,35.60187911987305,-60.15129470825195,0.38137632608413696,18.23909568786621,-18.33098030090332,0.14093557000160217,0.0
44.17577362060547,20.852529525756836,-62.08960723876953,0.4449390470981598,17.992145538330078,-18.119468688964844,0.1761694699525833,0.0
54.34321594238281,14.367900848388672,-68.63539123535156,-0.31781360507011414,18.944669723510742,-19.177024841308594,0.28187114000320435,0.0
49.05232238769531,22.09223747253418,-71.87651062011719,-0.5402831435203552,20.743885040283203,-21.01012420654297,0.28187114000320435,-0.035254474729299545
41.49845504760742,36.49192428588867,-79.66153717041016,-0.8898780941963196,20.673328399658203,-20.869115829467773,0.21140335500240326,-0.035254474729299545
34.16769790649414,43.16727828979492,-77.4690170288086,0.31781360507011414,19.720802307128906,-19.846811294555664,0.10570167750120163,-0.035254474729299545
49.020450592041016,29.88014793395996,-77.9456558227539,1.0170035362243652,19.085784912109375,-19.177024841308594,0.03523389250040054,-0.07050894945859909
54.98067092895508,23.64982032775879,-77.81855010986328,1.1123476028442383,19.82663917541504,-20.0230712890625,0.1761694699525833,0.0
54.470706939697266,27.75039291381836,-78.67649841308594,0.6038458347320557,21.1672306060791,-21.468399047851562,0.28187114000320435,-0.035254474729299545
41.97654724121094,44.82022476196289,-83.85592651367188,-0.6038458347320557,20.955556869506836,-21.221635818481445,0.28187114000320435,-0.07050894945859909
37.10000228881836,48.66649627685547,-83.63349914550781,-0.6038458347320557,19.82663917541504,-19.95256805419922,0.1761694699525833,-0.035254474729299545
46.50249481201172,38.11308288574219,-83.95125579833984,-0.2224695235490799,18.803556442260742,-18.824506759643555,0.07046778500080109,0.0
50.45472717285156,29.911935806274414,-81.53630065917969,0.34959498047828674,19.015228271484375,-19.212278366088867,0.1761694699525833,-0.035254474729299545
48.797340393066406,30.64304542541504,-79.94751739501953,0.6356272101402283,19.791358947753906,-19.95256805419922,0.14093557000160217,-0.10576342046260834
38.534278869628906,45.51954650878906,-83.25218963623047,0.0,19.226900100708008,-19.529544830322266,0.1761694699525833,-0.10576342046260834
34.00833511352539,49.74726867675781,-81.53630065917969,0.031781360507011414,17.886308670043945,-18.154720306396484,0.21140335500240326,-0.07050894945859909
44.14390182495117,41.895782470703125,-83.18863677978516,-0.12712544202804565,16.545717239379883,-16.744646072387695,0.10570167750120163,-0.07050894945859909
46.757476806640625,33.31318664550781,-78.07276153564453,0.2542508840560913,16.510438919067383,-16.6036376953125,0.07046778500080109,-0.07050894945859909
45.03634262084961,31.723817825317383,-75.62602996826172,0.2542508840560913,16.75739097595215,-16.850400924682617,0.03523389250040054,-0.10576342046260834
31.235397338867188,42.4997444152832,-72.44847106933594,0.09534408152103424,15.945980072021484,-16.074859619140625,0.10570167750120163,-0.07050894945859909
25.338918685913086,44.69307327270508,-69.27090454101562,0.12712544202804565,14.18204402923584,-14.382769584655762,0.14093557000160217,-0.10576342046260834
32.76529312133789,37.50912094116211,-70.54193115234375,-0.2542508840560913,12.453387260437012,-12.655426979064941,0.1761694699525833,-0.07050894945859909
36.84502029418945,29.6258487701416,-66.22044372558594,0.06356272101402283,11.959485054016113,-12.161900520324707,0.10570167750120163,-0.10576342046260834
36.81314468383789,28.92652702331543,-64.85408782958984,0.06356272101402283,11.924205780029297,-11.985641479492188,0.03523389250040054,-0.14101789891719818
22.18350601196289,38.399169921875,-57.895225524902344,0.5085017681121826,11.042238235473633,-11.139595985412598,-0.03523389250040054,-0.14101789891719818
16.191410064697266,39.225643157958984,-52.811119079589844,0.5720645189285278,9.207744598388672,-9.235994338989258,0.0,-0.14101789891719818
18.74123764038086,32.10526657104492,-49.0933723449707,0.2860322594642639,7.2321367263793945,-7.3676438331604,0.07046778500080109,-0.10576342046260834
23.20343780517578,22.63262367248535,-45.69337463378906,0.0,6.456005096435547,-6.627354621887207,0.10570167750120163,-0.10576342046260834
22.534107208251953,21.679000854492188,-45.089637756347656,-0.5720645189285278,6.067939281463623,-6.239583969116211,0.03523389250040054,-0.14101789891719818
10.358677864074707,28.735801696777344,-39.624229431152344,-0.2542508840560913,5.150692462921143,-5.182027339935303,-0.03523389250040054,-0.14101789891719818
4.111598014831543,30.070873260498047,-33.87283706665039,0.2860322594642639,3.2456419467926025,-3.278425455093384,-0.14093557000160217,-0.17627237737178802
4.398453712463379,23.077646255493164,-26.564437866210938,0.7945340275764465,1.3053125143051147,-1.3395715951919556,-0.07046778500080109,-0.10576342046260834
8.06383228302002,13.477853775024414,-20.590618133544922,0.6991899609565735,0.3175084590911865,-0.42302262783050537,0.0,-0.10576342046260834
6.852663516998291,12.079209327697754,-18.048566818237305,0.0,-0.17639358341693878,0.035251885652542114,0.07046778500080109,-0.14101789891719818
-4.334708213806152,18.627410888671875,-13.377546310424805,-0.34959498047828674,-1.0230827331542969,0.9870527982711792,0.0,-0.14101789891719818
-11.282990455627441,21.29755210876465,-9.596244812011719,-0.5085017681121826,-2.751739978790283,2.820150852203369,-0.10570167750120163,-0.14101789891719818
-13.35472583770752,15.25794792175293,-2.1607437133789062,0.031781360507011414,-4.586233139038086,4.617997169494629,-0.14093557000160217,-0.10576342046260834
-11.123625755310059,5.848880290985107,4.480365753173828,0.41315770149230957,-5.609315872192383,5.6050496101379395,-0.14093557000160217,-0.14101789891719818
-12.749141693115234,2.6065661907196045,9.246712684631348,0.31781360507011414,-6.1737751960754395,6.098576068878174,-0.03523389250040054,-0.14101789891719818
-21.450429916381836,7.47003698348999,13.822404861450195,0.031781360507011414,-6.985185623168945,6.874117851257324,-0.07046778500080109,-0.14101789891719818
-26.326976776123047,10.013028144836426,16.33268165588379,-0.38137632608413696,-8.50217056274414,8.495704650878906,-0.10570167750120163,-0.10576342046260834
-27.28316307067871,5.149557590484619,22.497156143188477,-0.06356272101402283,-10.160270690917969,10.152543067932129,-0.10570167750120163,-0.14101789891719818
-23.42654800415039,-4.354872703552246,27.64480972290039,0.12712544202804565,-11.042238235473633,11.174847602844238,-0.1761694699525833,-0.14101789891719818
-25.211427688598633,-8.932257652282715,33.586856842041016,0.19068816304206848,-11.606698036193848,11.633122444152832,-0.14093557000160217,-0.14101789891719818
-32.35094451904297,-6.357478618621826,38.03544616699219,0.031781360507011414,-12.276992797851562,12.302907943725586,-0.14093557000160217,-0.14101789891719818
-37.45060348510742,-4.95883321762085,41.498992919921875,-0.2224695235490799,-13.652863502502441,13.64247989654541,-0.14093557000160217,-0.14101789891719818
-37.737457275390625,-9.154768943786621,45.91580581665039,-0.15890680253505707,-15.064011573791504,15.052555084228516,-0.14093557000160217,-0.10576342046260834
-33.307132720947266,-17.419490814208984,49.69710922241211,-0.06356272101402283,-15.875422477722168,15.933852195739746,-0.1761694699525833,-0.14101789891719818
-34.16769790649414,-21.424701690673828,54.781211853027344,0.09534408152103424,-16.157651901245117,16.25111961364746,-0.1761694699525833,-0.10576342046260834
-39.936683654785156,-19.676395416259766,59.13447570800781,0.09534408152103424,-16.545717239379883,16.63888931274414,-0.1761694699525833,-0.10576342046260834
-44.876976013183594,-17.959877014160156,62.216712951660156,-0.12712544202804565,-17.56879997253418,17.62594223022461,-0.14093557000160217,-0.10576342046260834
-44.97259521484375,-21.424701690673828,65.36250305175781,-0.15890680253505707,-18.66244125366211,18.718751907348633,-0.14093557000160217,-0.10576342046260834
-40.31916046142578,-28.386140823364258,67.17371368408203,-0.2542508840560913,-19.191621780395508,19.247529983520508,-0.1761694699525833,-0.10576342046260834
-39.8091926574707,-32.16884231567383,70.12884521484375,-0.15890680253505707,-19.191621780395508,19.31803321838379,-0.1761694699525833,-0.14101789891719818
-43.85704803466797,-30.51589584350586,72.89332580566406,-0.06356272101402283,-19.226900100708008,19.31803321838379,-0.21140335500240326,-0.14101789891719818
-48.28737258911133,-28.767589569091797,75.94378662109375,0.12712544202804565,-19.720802307128906,19.882062911987305,-0.1761694699525833,-0.10576342046260834
-48.28737258911133,-31.05628204345703,78.54939270019531,0.12712544202804565,-20.355819702148438,20.481346130371094,-0.1761694699525833,-0.10576342046260834
-43.44269943237305,-36.873374938964844,79.24845886230469,-0.09534408152103424,-20.56749153137207,20.622352600097656,-0.10570167750120163,-0.10576342046260834
-41.97654724121094,-39.44815444946289,79.88397216796875,-0.31781360507011414,-20.179426193237305,20.234582901000977,-0.14093557000160217,-0.07050894945859909
-44.01641082763672,-37.159461975097656,79.72509002685547,-0.4767204225063324,-19.756080627441406,19.811559677124023,-0.1761694699525833,-0.07050894945859909
-47.49055099487305,-34.42574691772461,80.4559326171875,-0.2860322594642639,-19.791358947753906,19.917314529418945,-0.1761694699525833,-0.035254474729299545
-47.10807800292969,-35.88796615600586,81.63162994384766,0.031781360507011414,-19.93247413635254,20.05832290649414,-0.1761694699525833,-0.07050894945859909
-42.645877838134766,-41.03752136230469,82.10826110839844,0.19068816304206848,-19.720802307128906,19.846811294555664,-0.14093557000160217,-0.07050894945859909
-40.63788986206055,-43.16727828979492,82.17181396484375,0.12712544202804565,-18.979949951171875,19.106521606445312,-0.14093557000160217,-0.07050894945859909
-41.30721664428711,-40.91037368774414,80.83724212646484,-0.15890680253505707,-18.20381736755371,18.36623191833496,-0.10570167750120163,-0.035254474729299545
-43.76142883300781,-37.54090881347656,80.01107025146484,-0.31781360507011414,-17.780473709106445,17.907957077026367,-0.10570167750120163,-0.035254474729299545
-42.39089584350586,-37.63627243041992,78.93070220947266,-0.2224695235490799,-17.53352165222168,17.731698989868164,-0.14093557000160217,0.0
-38.024314880371094,-41.482547760009766,78.07276153564453,-0.06356272101402283,-16.96906280517578,17.132415771484375,-0.14093557000160217,-0.035254474729299545
-35.06013870239258,-42.75404357910156,76.26154327392578,-0.06356272101402283,-16.016536712646484,16.110111236572266,-0.14093557000160217,0.0
-34.868900299072266,-40.56071090698242,73.91014862060547,-0.09534408152103424,-14.922897338867188,15.017303466796875,-0.10570167750120163,-0.035254474729299545
-36.01632308959961,-36.33298873901367,71.05033874511719,-0.19068816304206848,-14.21732234954834,14.312265396118164,-0.07046778500080109,0.0
-33.976463317871094,-35.60187911987305,68.25408172607422,-0.15890680253505707,-13.547026634216309,13.64247989654541,-0.07046778500080109,0.0
-28.781187057495117,-37.35018539428711,65.07652282714844,-0.15890680253505707,-12.735616683959961,12.831686019897461,-0.07046778500080109,0.0
