21-220kV七花Ⅱ回线电压Ua_21,22-220kV七花Ⅱ回线电压Ub_22,23-220kV七花Ⅱ回线电压Uc_23,24-220kV七花Ⅱ回线电压3Uo_24,25-220kV七花Ⅱ回线路电流Ia_25,26-220kV七花Ⅱ回线路电流Ib_26,27-220kV七花Ⅱ回线路电流Ic_27,28-220kV七花Ⅱ回线路电流3Io_28
85.6493911743164,-35.160743713378906,-47.514041900634766,5.088995933532715,-0.007195061072707176,0.09371230751276016,-0.08636195957660675,0.0
85.39495849609375,-30.133235931396484,-52.125511169433594,5.343445301055908,-0.014390122145414352,0.10092094540596008,-0.07916513085365295,0.007192395627498627
84.72705841064453,-25.26482582092285,-56.60976791381836,4.898158550262451,-0.014390122145414352,0.10092094540596008,-0.07916513085365295,0.007192395627498627
83.7729263305664,-20.078218460083008,-61.38025665283203,3.880359172821045,-0.028780244290828705,0.10812958329916,-0.07196829468011856,0.007192395627498627
82.08729553222656,-14.987069129943848,-65.57828521728516,2.6081104278564453,-0.028780244290828705,0.10092094540596008,-0.06477146595716476,0.0
79.7337646484375,-9.991378784179688,-69.17205047607422,0.9223805069923401,-0.03597530722618103,0.10812958329916,-0.06477146595716476,0.007192395627498627
77.093994140625,-4.900230407714844,-72.60679626464844,-0.7633493542671204,-0.03597530722618103,0.10812958329916,-0.06477146595716476,0.0
74.00896453857422,0.3818361461162567,-75.659912109375,-2.3536605834960938,-0.05036542937159538,0.10092094540596008,-0.05037780851125717,0.0
70.44686126708984,5.568443775177002,-77.94974517822266,-3.4986846446990967,-0.05036542937159538,0.10092094540596008,-0.043180979788303375,0.0
66.82115173339844,10.850510597229004,-80.11236572265625,-4.230227947235107,-0.05036542937159538,0.09371230751276016,-0.03598414734005928,0.0
63.16364288330078,16.132577896118164,-81.79793548583984,-4.357452392578125,-0.05756048858165741,0.10092094540596008,-0.03598414734005928,0.014384791254997253
59.0290641784668,21.382823944091797,-82.72023010253906,-4.007584095001221,-0.06475555151700974,0.10092094540596008,-0.028787318617105484,0.007192395627498627
55.02170181274414,26.47397232055664,-83.35629272460938,-3.276041030883789,-0.06475555151700974,0.08650366961956024,-0.028787318617105484,0.0
51.268775939941406,31.406023025512695,-84.02416229248047,-2.32185435295105,-0.06475555151700974,0.09371230751276016,-0.014393659308552742,0.0
47.229610443115234,36.36989212036133,-84.21498107910156,-1.2086365222930908,-0.07914567738771439,0.07929502427577972,0.0,0.0
43.317665100097656,40.951927185058594,-84.40579986572266,-0.1908373385667801,-0.07914567738771439,0.07929502427577972,-0.007196829654276371,0.0
39.278499603271484,45.788516998291016,-84.62842559814453,0.7951555848121643,-0.07914567738771439,0.07929502427577972,0.007196829654276371,0.007192395627498627
34.88948440551758,50.30691146850586,-84.3740005493164,1.4948924779891968,-0.09353579580783844,0.07929502427577972,0.014393659308552742,0.0
30.087011337280273,54.66621017456055,-83.8015365600586,1.6857298612594604,-0.09353579580783844,0.07929502427577972,0.014393659308552742,0.007192395627498627
25.220930099487305,58.93004608154297,-83.13367462158203,1.7493423223495483,-0.08634073287248611,0.0720863863825798,0.021590489894151688,0.0
19.973196029663086,62.90750503540039,-82.02056121826172,1.5585049390792847,-0.09353579580783844,0.06487774848937988,0.028787318617105484,0.0
14.407417297363281,66.59858703613281,-80.3349838256836,1.145024061203003,-0.09353579580783844,0.05766911059617996,0.03598414734005928,0.0
8.77802848815918,69.9078369140625,-78.39498901367188,0.47709333896636963,-0.09353579580783844,0.05766911059617996,0.03598414734005928,0.0
3.021423101425171,73.28072357177734,-76.23236846923828,0.09541866928339005,-0.09353579580783844,0.04325183480978012,0.043180979788303375,0.0
-2.9896185398101807,75.8262939453125,-73.43368530273438,-0.9223805069923401,-0.09353579580783844,0.04325183480978012,0.05037780851125717,-0.007192395627498627
-8.873442649841309,78.0218505859375,-70.4123764038086,-2.0674045085906982,-0.09353579580783844,0.04325183480978012,0.05037780851125717,0.0
-14.3438081741333,79.77193450927734,-67.29566192626953,-3.307847261428833,-0.08634073287248611,0.0360431931912899,0.05757463723421097,0.0
-19.718761444091797,81.04472351074219,-63.57468032836914,-4.007584095001221,-0.09353579580783844,0.02883455529808998,0.07196829468011856,-0.007192395627498627
-24.871082305908203,82.22205352783203,-59.599273681640625,-4.039390563964844,-0.09353579580783844,0.02162591740489006,0.06477146595716476,-0.007192395627498627
-29.450923919677734,83.39937591552734,-55.592063903808594,-2.8943662643432617,-0.08634073287248611,0.02162591740489006,0.07916513085365295,-0.007192395627498627
-33.998958587646484,84.57670593261719,-51.394039154052734,-1.4312800168991089,-0.08634073287248611,0.01441727764904499,0.07916513085365295,-0.007192395627498627
-38.38797378540039,85.40402221679688,-46.84617233276367,0.2544497847557068,-0.07914567738771439,0.0,0.08636195957660675,-0.007192395627498627
-42.42713928222656,86.13587188720703,-42.6163444519043,1.9719858169555664,-0.08634073287248611,-0.007208638824522495,0.08636195957660675,0.007192395627498627
-46.37089157104492,86.26315307617188,-37.845855712890625,3.403265953063965,-0.08634073287248611,-0.007208638824522495,0.09355878829956055,-0.007192395627498627
-50.60088348388672,86.10404968261719,-32.884552001953125,4.516483783721924,-0.07914567738771439,-0.02162591740489006,0.09355878829956055,-0.007192395627498627
-54.54463577270508,85.37220001220703,-27.85964012145996,5.025383472442627,-0.07195061445236206,-0.02162591740489006,0.09355878829956055,-0.014384791254997253
-58.615604400634766,84.22669219970703,-22.612104415893555,5.2480268478393555,-0.07914567738771439,-0.02883455529808998,0.10075561702251434,-0.014384791254997253
-62.591163635253906,82.44478607177734,-17.173749923706055,4.6437087059021,-0.06475555151700974,-0.02883455529808998,0.10795244574546814,-0.007192395627498627
-59.474327087402344,72.80342864990234,-12.14883804321289,1.9401795864105225,-0.3093876242637634,0.21625916659832,0.09355878829956055,0.007192395627498627
-52.69997787475586,59.40734100341797,-6.678680419921875,0.28625601530075073,-0.856212317943573,0.7857416272163391,0.09355878829956055,0.02157718688249588
-49.61494445800781,49.98871612548828,-2.4806528091430664,-3.5941033363342285,-1.3095011711120605,1.2326772212982178,0.12234610319137573,0.04315437376499176
-53.304264068603516,46.39309310913086,3.9436018466949463,-4.929964542388916,-1.7052295207977295,1.621943712234497,0.12954293191432953,0.04315437376499176
-45.321346282958984,32.869728088378906,9.063923835754395,-5.7251200675964355,-2.0865678787231445,2.0112102031707764,0.13673976063728333,0.06473156064748764
-58.9654541015625,39.87005615234375,13.230148315429688,-10.24160385131836,-2.3815653324127197,2.299555778503418,0.13673976063728333,0.057539165019989014
-53.71772003173828,30.419612884521484,17.650798797607422,-9.669092178344727,-2.7700986862182617,2.724865436553955,0.13673976063728333,0.08630874752998352
-57.4388427734375,29.433202743530273,23.598005294799805,-7.538074970245361,-3.1514368057250977,3.128549337387085,0.14393658936023712,0.1078859344124794
-54.13117980957031,22.560152053833008,29.2271785736084,-3.912165403366089,-3.503994941711426,3.46014666557312,0.13673976063728333,0.09350114315748215
-56.73914337158203,21.54192352294922,33.07537078857422,-3.276041030883789,-3.813382387161255,3.7917439937591553,0.13673976063728333,0.11507833003997803
-56.166664123535156,17.055347442626953,37.46421813964844,-2.830753803253174,-4.101184844970703,4.094506740570068,0.12954293191432953,0.1078859344124794
