1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,5-220kV大盐线路电流Ia_5,6-220kV大盐线路电流Ib_6,7-220kV大盐线路电流Ic_7,8-220kV大盐线路电流3Io_8
-41.11539840698242,-42.65998458862305,84.88825988769531,2.0884504318237305,0.20741690695285797,-0.06919815391302109,-0.17293322086334229,0.034618277102708817
-36.22145080566406,-47.116065979003906,84.63886260986328,2.057279348373413,0.20741690695285797,-0.034599076956510544,-0.17293322086334229,0.0
-31.23398780822754,-51.54098892211914,83.9530258178711,1.4338613748550415,0.20741690695285797,-0.034599076956510544,-0.17293322086334229,0.034618277102708817
-26.184181213378906,-55.903587341308594,82.73721313476562,0.5922471284866333,0.20741690695285797,-0.034599076956510544,-0.17293322086334229,0.034618277102708817
-21.040861129760742,-60.079219818115234,81.42788696289062,0.031170900911092758,0.20741690695285797,-0.034599076956510544,-0.17293322086334229,0.034618277102708817
-15.710509300231934,-63.88091278076172,79.775634765625,-0.2805381119251251,0.1728474199771881,0.0,-0.20751987397670746,0.034618277102708817
-10.504844665527344,-67.27750396728516,78.06103515625,-0.12468360364437103,0.1728474199771881,0.0,-0.20751987397670746,0.0
-5.33035135269165,-70.36248779296875,76.12821197509766,0.24936720728874207,0.1728474199771881,0.034599076956510544,-0.20751987397670746,0.034618277102708817
-0.1870298683643341,-73.13585662841797,73.9771728515625,0.5922471284866333,0.13827793300151825,0.034599076956510544,-0.20751987397670746,0.034618277102708817
4.893948078155518,-75.72225189208984,71.5455551147461,0.7169306874275208,0.13827793300151825,0.034599076956510544,-0.20751987397670746,0.034618277102708817
9.850239753723145,-77.90354919433594,68.55280303955078,0.49873441457748413,0.13827793300151825,0.06919815391302109,-0.20751987397670746,0.034618277102708817
14.80653190612793,-79.67974853515625,65.18595123291016,0.1558545082807541,0.10370845347642899,0.06919815391302109,-0.20751987397670746,0.0
19.793994903564453,-81.33130645751953,61.53853225708008,-0.3117090165615082,0.10370845347642899,0.06919815391302109,-0.20751987397670746,0.0
24.81262969970703,-82.57776641845703,57.51701736450195,-0.6857598423957825,0.06913896650075912,0.10379723459482193,-0.20751987397670746,0.034618277102708817
29.862436294555664,-83.45028686523438,53.152584075927734,-0.9974688291549683,0.06913896650075912,0.10379723459482193,-0.20751987397670746,0.034618277102708817
34.94341278076172,-84.10467529296875,48.78814697265625,-0.872785210609436,0.06913896650075912,0.13839630782604218,-0.20751987397670746,0.034618277102708817
39.868534088134766,-84.50977325439453,44.45488739013672,-0.5610762238502502,0.06913896650075912,0.13839630782604218,-0.20751987397670746,0.034618277102708817
44.606624603271484,-84.44744873046875,39.903404235839844,-0.12468360364437103,0.06913896650075912,0.13839630782604218,-0.24210651218891144,0.034618277102708817
49.220027923583984,-84.1669921875,35.196048736572266,0.24936720728874207,0.03456948325037956,0.17299538850784302,-0.20751987397670746,0.034618277102708817
53.646400451660156,-83.51260375976562,30.2081241607666,0.4675635099411011,0.03456948325037956,0.17299538850784302,-0.20751987397670746,0.034618277102708817
57.76105880737305,-82.76473236083984,25.251373291015625,0.3117090165615082,0.03456948325037956,0.17299538850784302,-0.20751987397670746,0.034618277102708817
61.56399917602539,-81.39363098144531,19.79582977294922,-0.1558545082807541,0.0,0.17299538850784302,-0.17293322086334229,0.0
65.14873504638672,-79.7109146118164,14.371460914611816,-0.49873441457748413,0.0,0.17299538850784302,-0.17293322086334229,0.034618277102708817
68.35942077636719,-77.71658325195312,9.04061508178711,-0.6545889377593994,-0.03456948325037956,0.13839630782604218,-0.17293322086334229,0.034618277102708817
71.35189819335938,-75.62876892089844,4.083864212036133,-0.436392605304718,-0.03456948325037956,0.17299538850784302,-0.1383465826511383,0.0
74.09500122070312,-73.04236602783203,-1.0911086797714233,-0.218196302652359,-0.06913896650075912,0.17299538850784302,-0.17293322086334229,0.0
76.27701568603516,-70.26900482177734,-6.328430652618408,0.031170900911092758,-0.06913896650075912,0.17299538850784302,-0.1383465826511383,0.0
77.991455078125,-67.37098693847656,-11.441054344177246,0.18702539801597595,-0.06913896650075912,0.17299538850784302,-0.10375993698835373,0.0
79.55004119873047,-64.16136169433594,-16.58485221862793,0.031170900911092758,-0.10370845347642899,0.17299538850784302,-0.10375993698835373,0.0
80.95276641845703,-60.54663848876953,-21.541603088378906,-0.09351269900798798,-0.10370845347642899,0.17299538850784302,-0.10375993698835373,0.0
82.35548400878906,-56.65146255493164,-26.56070327758789,-0.12468360364437103,-0.10370845347642899,0.17299538850784302,-0.06917329132556915,0.0
83.54000854492188,-52.475830078125,-31.330408096313477,0.3740507960319519,-0.13827793300151825,0.17299538850784302,-0.06917329132556915,0.0
84.47515869140625,-48.237876892089844,-36.193634033203125,0.6857598423957825,-0.13827793300151825,0.17299538850784302,-0.06917329132556915,0.0
84.8492202758789,-43.5013427734375,-40.9009895324707,1.0598106384277344,-0.13827793300151825,0.17299538850784302,-0.06917329132556915,0.0
84.81804656982422,-38.57783889770508,-45.42129898071289,1.2468360662460327,-0.13827793300151825,0.20759446918964386,-0.034586645662784576,0.0
84.13227081298828,-33.34272003173828,-49.78573226928711,1.1844942569732666,-0.13827793300151825,0.17299538850784302,-0.034586645662784576,0.034618277102708817
83.01009368896484,-28.23224639892578,-54.15016555786133,0.6234180331230164,-0.1728474199771881,0.17299538850784302,-0.034586645662784576,0.0
81.5761947631836,-22.903644561767578,-58.3899040222168,0.0,-0.1728474199771881,0.17299538850784302,-0.034586645662784576,0.0
79.98644256591797,-17.606203079223633,-62.22437286376953,-0.24936720728874207,-0.1728474199771881,0.17299538850784302,0.0,0.0
78.24082946777344,-12.433406829833984,-65.80944061279297,-0.5610762238502502,-0.1728474199771881,0.17299538850784302,0.034586645662784576,0.0
76.5263900756836,-7.478740692138672,-69.08277130126953,-0.6234180331230164,-0.1728474199771881,0.13839630782604218,0.034586645662784576,0.0
74.56257629394531,-2.46175217628479,-71.98200225830078,-0.3117090165615082,-0.20741690695285797,0.13839630782604218,0.034586645662784576,0.0
72.25587463378906,2.6175591945648193,-74.60066223144531,-0.09351269900798798,-0.1728474199771881,0.10379723459482193,0.06917329132556915,0.0
69.51277160644531,7.603386402130127,-76.78288269042969,0.0,-0.20741690695285797,0.10379723459482193,0.06917329132556915,0.0
66.42677307128906,12.620375633239746,-78.7780532836914,-0.031170900911092758,-0.1728474199771881,0.10379723459482193,0.10375993698835373,0.0
62.935550689697266,17.793170928955078,-80.5238265991211,-0.062341801822185516,-0.20741690695285797,0.10379723459482193,0.10375993698835373,0.0
58.91440963745117,22.934804916381836,-81.73963165283203,-0.18702539801597595,-0.20741690695285797,0.10379723459482193,0.10375993698835373,0.0
54.64389419555664,28.014116287231445,-82.8619155883789,-0.8104434013366699,-0.20741690695285797,0.06919815391302109,0.10375993698835373,0.0
50.27986526489258,32.90645980834961,-83.61009979248047,-1.0598106384277344,-0.20741690695285797,0.034599076956510544,0.10375993698835373,0.0
45.94700622558594,37.79880142211914,-84.2024154663086,-1.1221524477005005,-0.20741690695285797,0.034599076956510544,0.1383465826511383,0.0
41.458290100097656,42.44185256958008,-84.23359680175781,-0.872785210609436,-0.20741690695285797,0.06919815391302109,0.17293322086334229,0.0
36.81371307373047,47.05374526977539,-84.01537322998047,-0.5299053192138672,-0.20741690695285797,0.034599076956510544,0.17293322086334229,0.0
31.982107162475586,51.54098892211914,-83.5165786743164,-0.24936720728874207,-0.20741690695285797,0.034599076956510544,0.17293322086334229,0.0
26.869958877563477,55.8724250793457,-82.70603942871094,-0.1558545082807541,-0.1728474199771881,0.034599076956510544,0.17293322086334229,0.0
-9.133292198181152,52.94325256347656,-91.0608139038086,-72.72171020507812,1.3827793598175049,-0.13839630782604218,-0.034586645662784576,-1.211639642715454
5.517381191253662,65.37666320800781,-77.03227233886719,-13.309974670410156,0.553111732006073,0.0,0.1383465826511383,-0.6923655271530151
4.519888401031494,69.52112579345703,-78.84040069580078,-6.421205520629883,0.9679455757141113,-0.034599076956510544,0.10375993698835373,-1.0731666088104248
-1.9949853420257568,74.97438049316406,-71.67025756835938,-1.278006911277771,1.140792965888977,0.06919815391302109,0.24210651218891144,-1.4193493127822876
-6.857761859893799,72.85540008544922,-74.78771209716797,-12.686556816101074,0.8988065719604492,-0.034599076956510544,0.10375993698835373,-0.9693117141723633
-5.92261266708374,80.645751953125,-66.93172454833984,17.05048179626465,0.5185422897338867,0.0,0.20751987397670746,-0.7269837856292725
-2.711933135986328,81.4559555053711,-66.27706146240234,24.157447814941406,0.6222507357597351,-0.13839630782604218,0.1383465826511383,-0.6577472686767578
-4.457545280456543,78.2774887084961,-66.3705825805664,13.839879989624023,0.2765558660030365,0.0,0.2766931653022766,-0.519274115562439
