Ua,Ub,Uc,3U0,Ia,Ib,Ic,3I0
49.59052276611328,32.806610107421875,-82.53519439697266,-0.4430812299251556,1.2364494800567627,0.1413232833147049,-1.375857710838318,-0.0353074111044406
45.02172470092773,37.61529159545898,-82.69336700439453,-0.2531892657279968,1.2011224031448364,0.176654115319252,-1.4111361503601074,0.0
40.32601165771485,42.1708869934082,-82.56682586669922,-0.3797839283943176,1.1657953262329102,0.2826465666294098,-1.446414589881897,0.0
35.66202926635742,46.85302734375,-82.471923828125,-0.1582432985305786,1.1304681301116943,0.3886390328407287,-1.481692910194397,0.0
30.6173095703125,51.6933479309082,-82.15557861328125,0.0316486582159996,1.095141053199768,0.4239698648452759,-1.5169713497161863,-0.0353074111044406
26.11196517944336,55.26822280883789,-81.427978515625,-0.284837931394577,1.095141053199768,0.459300696849823,-1.552249789237976,-0.0353074111044406
20.972064971923828,59.28600311279297,-80.13095092773438,-0.0949459820985794,1.024486780166626,0.5299623012542725,-1.587528109550476,-0.0353074111044406
15.92734718322754,62.92415237426758,-78.86555480957031,-0.3481352627277374,0.9891596436500548,0.6359547972679138,-1.587528109550476,-0.0353074111044406
10.977812767028809,66.27758026123047,-77.34708404541016,-0.3164865970611572,0.953832507133484,0.6712856292724609,-1.6228065490722656,-0.0353074111044406
5.615817546844482,69.599365234375,-75.1642837524414,-0.1582432985305786,0.8478510975837708,0.7419472336769104,-1.587528109550476,0.0
0.8566501140594482,71.81388854980469,-72.76004028320312,-0.3797839283943176,0.8125239610671997,0.7772780656814575,-1.6228065490722656,0.0
-4.727439403533936,74.72441101074219,-69.84963989257812,0.0,0.7418696880340576,0.8126088976860046,-1.6228065490722656,0.0
-9.962523460388184,77.31856536865234,-67.25558471679688,-0.0316486582159996,0.7418696880340576,0.8832705616950989,-1.587528109550476,-0.0353074111044406
-14.626507759094238,79.121826171875,-64.28191375732422,0.0949459820985794,0.6005612015724182,0.9539321660995485,-1.587528109550476,-0.0353074111044406
-20.02023124694824,80.89344024658203,-60.61227798461914,0.3164865970611572,0.5299069285392761,0.9892629981040956,-1.552249789237976,-0.0353074111044406
-24.65248680114746,81.8108901977539,-57.10081481933594,0.0316486582159996,0.4945798218250274,0.9892629981040956,-1.5169713497161863,-0.0353074111044406
-30.077938079833984,83.13960266113281,-52.86175155639648,0.3164865970611572,0.4239255487918854,1.059924602508545,-1.446414589881897,-0.0353074111044406
-34.773651123046875,83.70905303955078,-48.97067260742188,-0.0949459820985794,0.3532713055610657,1.059924602508545,-1.446414589881897,-0.0353074111044406
-38.993446350097656,83.48760223388672,-44.510162353515625,-0.0316486582159996,0.2472899109125137,1.059924602508545,-1.3405792713165283,-0.0353074111044406
-44.2285270690918,83.45596313476562,-39.0373420715332,0.1898919641971588,0.1766356527805328,1.0952554941177368,-1.3053009510040283,0.0
-48.35314178466797,83.07633209228516,-34.76664352416992,-0.1265946328639984,0.1413085162639618,1.1305862665176392,-1.2700225114822388,0.0
-52.826759338378906,82.69670104980469,-29.54690361022949,0.4430812299251556,0.0,1.1305862665176392,-1.1641873121261597,0.0
-56.57063674926758,81.8108901977539,-25.05476188659668,0.2531892657279968,-0.0706542581319809,1.165917158126831,-1.12890887260437,-0.0353074111044406
-59.933780670166016,80.41889953613281,-20.341176986694336,0.2531892657279968,-0.1413085162639618,1.165917158126831,-1.023073673248291,0.0
-64.1218490600586,78.99527740478516,-14.615277290344238,0.4430812299251556,-0.2472899109125137,1.165917158126831,-0.917238473892212,0.0
-66.91389465332031,77.2236557006836,-10.376214027404783,-0.2215406149625778,-0.2826170325279236,1.1305862665176392,-0.8466816544532776,-0.0353074111044406
-69.92803192138672,74.8509521484375,-4.808489799499512,0.0,-0.3885984122753143,1.1305862665176392,-0.776124894618988,0.0
-72.7518081665039,72.320068359375,0.2530784010887146,-0.4430812299251556,-0.4239255487918854,1.0952554941177368,-0.7055680751800537,0.0
-74.8775634765625,69.4411849975586,5.124837398529053,-0.6646218299865723,-0.4945798218250274,1.0952554941177368,-0.5644544363021851,-0.0353074111044406
-77.66960906982422,66.27758026123047,11.198719024658203,-0.3797839283943176,-0.6005612015724182,1.059924602508545,-0.4586192369461059,-0.0353074111044406
-79.06563568115234,63.36705780029297,15.247973442077637,-0.8545138239860535,-0.6358883380889893,1.059924602508545,-0.388062447309494,0.0
-80.4933853149414,59.57072830200195,20.72079467773437,-0.3797839283943176,-0.7418696880340576,1.0245938301086426,-0.2822272181510925,0.0
-81.8259506225586,55.71112823486328,25.845632553100582,-0.4430812299251556,-0.7418696880340576,0.9892629981040956,-0.1763920187950134,-0.0353074111044406
-82.52396392822266,51.81988906860352,30.30613899230957,-0.6962705254554749,-0.8478510975837708,0.918601393699646,-0.0705568045377731,-0.0353074111044406
-82.90469360351562,47.13775253295898,35.65242004394531,-0.2531892657279968,-0.8831782341003418,0.8832705616950989,0.0,-0.0353074111044406
-82.65087127685547,42.930152893066406,39.38532638549805,-0.6013245582580566,-0.953832507133484,0.8479397296905518,0.1058352068066597,-0.0353074111044406
-82.52396392822266,37.77347183227539,44.446895599365234,-0.5063785314559937,-0.9891596436500548,0.7772780656814575,0.2116704136133194,0.0
-82.36532592773438,32.90151596069336,49.192115783691406,-0.3797839283943176,-1.0598138570785522,0.7419472336769104,0.3175056278705597,-0.0353074111044406
-81.63558197021484,28.47246742248535,52.766845703125,-0.6962705254554749,-1.095141053199768,0.6712856292724609,0.4233408272266388,0.0
-80.52510833740234,23.18924331665039,57.132450103759766,-0.3164865970611572,-1.095141053199768,0.6359547972679138,0.4938976466655731,-0.0353074111044406
-79.28772735595703,18.507102966308597,60.517372131347656,-0.4114325642585754,-1.1304681301116943,0.5299623012542725,0.5997328758239746,0.0
-77.8282470703125,13.097334861755373,64.4400863647461,-0.5063785314559937,-1.1657953262329102,0.4946314990520477,0.7055680751800537,0.0
-75.89285278320312,7.972290992736816,67.7617416381836,-0.1898919641971588,-1.1657953262329102,0.4239698648452759,0.776124894618988,0.0
-73.38636016845703,3.1319713592529297,69.94454193115234,-0.3797839283943176,-1.2364494800567627,0.3179773986339569,0.8819600939750671,0.0
