110kV I母_1,110kV I母_2,110kV I母_3,110kV I母_4,110kV崇古六线_33,110kV崇古六线_34,110kV崇古六线_35,110kV崇古六线_36
81.73224639892578,-59.395877838134766,-21.03306007385254,0.46685999631881714,-1.0504889488220215,0.8905379772186279,0.08646000176668167,-0.06916800141334534
82.89250946044922,-55.53893280029297,-26.092649459838867,0.521327018737793,-1.1023650169372559,0.8386620283126831,0.17292000353336334,-0.08646000176668167
83.50177764892578,-51.54424285888672,-30.723102569580078,0.521327018737793,-1.1023650169372559,0.7522019743919373,0.2593800127506256,-0.06916800141334534
84.00508880615234,-47.374717712402344,-35.380043029785156,0.599137008190155,-1.0677809715270996,0.6830340027809143,0.32854801416397095,-0.03458400070667267
83.95740509033203,-42.88201141357422,-39.90983581542969,0.6458230018615723,-1.1023650169372559,0.6138659715652466,0.415008008480072,-0.06916800141334534
83.33753967285156,-38.29924011230469,-43.941612243652344,0.4357360005378723,-1.119657039642334,0.5274059772491455,0.48417600989341736,-0.03458400070667267
82.74945831298828,-33.72706985473633,-47.96809387207031,0.5835750102996826,-1.1023650169372559,0.49282199144363403,0.5533440113067627,-0.06916800141334534
81.89118957519531,-28.81582260131836,-52.211788177490234,0.37348800897598267,-1.1023650169372559,0.40636199712753296,0.6052200198173523,-0.03458400070667267
80.36536407470703,-23.37477684020996,-56.2382698059082,0.24899199604988098,-1.0677809715270996,0.3199020028114319,0.6570960283279419,-0.03458400070667267
78.67530059814453,-18.331079483032227,-59.676673889160156,0.2567729949951172,-1.0504889488220215,0.25073400139808655,0.7262639999389648,-0.051876001060009
77.32431030273438,-13.260893821716309,-63.43825149536133,0.2723349928855896,-1.0677809715270996,0.1815659999847412,0.7954319715499878,-0.03458400070667267
75.35874938964844,-8.063555717468262,-66.86076354980469,0.21008700132369995,-1.033197045326233,0.11239799857139587,0.8646000027656555,-0.051876001060009
72.88458251953125,-2.8079400062561035,-69.6422119140625,0.3034589886665344,-0.9813209772109985,0.008646000176668167,0.899183988571167,-0.03458400070667267
70.50578308105469,2.172179937362671,-72.22233581542969,0.3968310058116913,-0.9640290141105652,-0.008646000176668167,0.9510599970817566,-0.017292000353336334
67.9892349243164,7.4224982261657715,-75.11504364013672,0.2723349928855896,-0.8948609828948975,-0.1296900063753128,1.0029360055923462,-0.017292000353336334
65.02764892578125,12.566856384277344,-77.47795104980469,0.22564899921417236,-0.8429849743843079,-0.16427400708198547,1.0202280282974243,-0.017292000353336334
61.83295822143555,17.690021514892578,-79.3640365600586,0.32680198550224304,-0.8256930112838745,-0.2680259943008423,1.0721039772033691,-0.017292000353336334
58.23561477661133,22.548288345336914,-80.85277557373047,0.1478389948606491,-0.7565249800682068,-0.3371939957141876,1.0893959999084473,-0.017292000353336334
54.288604736328125,27.45953369140625,-81.92826843261719,0.07002899795770645,-0.7565249800682068,-0.4236539900302887,1.1066880226135254,-0.017292000353336334
50.18795394897461,32.17475509643555,-82.60641479492188,0.07002899795770645,-0.6527730226516724,-0.49282199144363403,1.141271948814392,0.0
45.87008285522461,36.969444274902344,-83.16270446777344,0.023343000560998917,-0.5836049914360046,-0.5619900226593018,1.1585639715194702,0.0
41.04890441894531,41.440956115722656,-82.94548797607422,-0.04668600112199783,-0.5144370198249817,-0.6311579942703247,1.1585639715194702,0.0
36.46613311767578,45.562801361083984,-82.47396850585938,0.11671499907970428,-0.4798530042171478,-0.7003260254859924,1.1585639715194702,-0.017292000353336334
31.87806510925293,49.65815353393555,-81.9600601196289,0.20230600237846375,-0.4106850028038025,-0.7694939970970154,1.2104400396347046,0.0
26.64893913269043,53.93893814086914,-81.0752944946289,0.20230600237846375,-0.34151700139045715,-0.821370005607605,1.2104400396347046,0.0
21.16021156311035,57.557472229003906,-79.19979858398438,0.2567729949951172,-0.3069329857826233,-0.8559539914131165,1.1585639715194702,0.0
15.999959945678711,61.21839141845703,-77.73225402832031,0.4435169994831085,-0.23776499927043915,-0.9251220226287842,1.141271948814392,0.0
10.733748435974121,64.91639709472656,-76.22762298583984,0.22564899921417236,-0.15130500495433807,-0.9597060084342957,1.1585639715194702,0.0
5.255616188049316,68.16407012939453,-74.0660400390625,0.3968310058116913,-0.11672099679708481,-1.0288740396499634,1.1239800453186035,0.0
0.005297999829053879,70.83956146240234,-71.4117431640625,0.45907899737358093,-0.01296900026500225,-1.046165943145752,1.0893959999084473,0.0
-5.05429220199585,73.46736907958984,-69.10710906982422,0.34236401319503784,0.021615000441670418,-1.0980420112609863,1.0893959999084473,0.0
-10.246332168579102,75.9786148071289,-66.50049591064453,0.24899199604988098,0.10807500034570694,-1.1326260566711426,1.0375200510025024,0.0
-15.252942085266113,78.11370849609375,-63.53891372680664,0.5135459899902344,0.17724299430847168,-1.1499179601669312,0.9683520197868347,0.017292000353336334
-20.047632217407227,79.68192291259766,-60.28594207763672,0.521327018737793,0.24641099572181702,-1.1672099828720093,0.9683520197868347,0.017292000353336334
-24.953580856323242,80.96403503417969,-56.73098373413086,0.4046120047569275,0.2982870042324066,-1.2017940282821655,0.899183988571167,0.017292000353336334
-29.499263763427734,81.70045471191406,-52.852848052978516,0.6069179773330688,0.4020389914512634,-1.2190860509872437,0.830016016960144,0.0
-34.08733367919922,82.38390350341797,-48.84756088256836,0.7547569870948792,0.41933101415634155,-1.2363779544830322,0.7608479857444763,0.0
-38.977386474609375,82.7388687133789,-44.370750427246094,0.599137008190155,0.523082971572876,-1.2363779544830322,0.7262639999389648,0.03458400070667267
-43.417110443115234,82.56932830810547,-39.70851135253906,0.6458230018615723,0.5749589800834656,-1.2363779544830322,0.6570960283279419,0.03458400070667267
-47.554847717285156,82.23025512695312,-35.226402282714844,0.6302610039710999,0.6614189743995667,-1.2363779544830322,0.5879279971122742,0.0
-51.825035095214844,81.68456268310547,-30.484691619873047,0.5057650208473206,0.6787109971046448,-1.2363779544830322,0.5360519886016846,0.03458400070667267
-56.10581970214844,80.42893981933594,-25.01715660095215,0.4512979984283447,0.7478790283203125,-1.2017940282821655,0.48417600989341736,0.03458400070667267
-59.782630920410156,78.81304931640625,-19.660877227783203,0.49020299315452576,0.7997549772262573,-1.1672099828720093,0.38042399287223816,0.0
-63.49652862548828,77.46735382080078,-14.648969650268555,0.2956779897212982,0.8343390226364136,-1.1672099828720093,0.32854801416397095,0.0
-67.1839370727539,75.756103515625,-9.2503080368042,0.33458301424980164,0.9035069942474365,-1.1326260566711426,0.2593800127506256,0.017292000353336334
-70.25677490234375,73.40379333496094,-3.793368101119995,0.31902098655700684,0.9553830027580261,-1.0980420112609863,0.17292000353336334,0.03458400070667267
-72.86339569091797,70.87134552001953,1.2715200185775757,0.22564899921417236,0.9726750254631042,-1.0807499885559082,0.12104400247335434,0.0
-75.56537628173828,68.49784088134766,6.3734941482543945,0.15561999380588531,0.9726750254631042,-1.0288740396499634,0.03458400070667267,0.03458400070667267
-77.85411071777344,65.78526306152344,11.496660232543945,0.2567729949951172,1.041843056678772,-0.976997971534729,-0.017292000353336334,0.017292000353336334
-79.78787994384766,62.77070236206055,16.349628448486328,0.20230600237846375,1.041843056678772,-0.8905379772186279,-0.103752002120018,0.03458400070667267
-81.22893524169922,59.37468719482422,21.20789337158203,0.08559100329875946,1.0764269828796387,-0.8559539914131165,-0.17292000353336334,0.017292000353336334
-82.23555755615234,55.533634185791016,26.092649459838867,0.007780999876558781,1.0937190055847168,-0.821370005607605,-0.27667200565338135,0.017292000353336334
-82.76005554199219,51.417091369628906,30.813167572021484,0.1322769969701767,1.0937190055847168,-0.7349100112915039,-0.32854801416397095,0.0
-83.25807189941406,47.12041091918945,35.63434982299805,0.0,1.111011028289795,-0.6830340027809143,-0.3977159857749939,0.0
-83.37992095947266,42.55353546142578,40.333675384521484,0.007780999876558781,1.128303050994873,-0.6138659715652466,-0.5014680027961731,0.0
-82.8978042602539,38.04493713378906,44.41843032836914,0.031123999506235123,1.111011028289795,-0.5446979999542236,-0.570635974407196,0.0
-82.46337127685547,33.5681266784668,48.49259567260742,-0.031123999506235123,1.111011028289795,-0.49282199144363403,-0.6225119829177856,0.0
-81.90177917480469,28.778736114501953,52.86344528198242,0.08559100329875946,1.1455949544906616,-0.40636199712753296,-0.6916800141334534,0.0
-80.51370239257812,23.570802688598633,56.662109375,0.10115300118923187,1.0937190055847168,-0.30261000990867615,-0.7262639999389648,-0.017292000353336334
-78.77596282958984,18.659555435180664,60.005149841308594,0.07002899795770645,1.0937190055847168,-0.2680259943008423,-0.830016016960144,0.0
-77.31371307373047,13.541687965393066,63.75613021850586,0.07002899795770645,1.0937190055847168,-0.16427400708198547,-0.8646000027656555,0.0
-75.36934661865234,8.301965713500977,67.1839370727539,0.20230600237846375,1.0764269828796387,-0.09510599821805954,-0.9510599970817566,0.0
-72.84220123291016,2.9297940731048584,70.03955841064453,0.12449599802494049,0.9899669885635376,-0.008646000176668167,-0.9856439828872681,0.0
-70.21968841552734,-2.28873610496521,72.71504974365234,0.09337200224399567,0.9726750254631042,0.043230000883340836,-1.0029360055923462,-0.017292000353336334
-67.58658599853516,-7.63441801071167,75.70841979980469,0.2645539939403534,0.938090980052948,0.11239799857139587,-1.0721039772033691,-0.017292000353336334
-64.61441040039062,-12.799967765808105,77.96006774902344,0.3968310058116913,0.8862149715423584,0.21615000069141388,-1.1066880226135254,-0.017292000353336334
-61.40911865234375,-17.705915451049805,79.73490142822266,0.32680198550224304,0.8343390226364136,0.25073400139808655,-1.141271948814392,-0.03458400070667267
-57.933631896972656,-22.37345314025879,81.0488052368164,0.49020299315452576,0.8170469999313354,0.3371939957141876,-1.1758559942245483,-0.03458400070667267
-54.03960037231445,-27.046289443969727,81.89118957519531,0.5057650208473206,0.7651709914207458,0.4236539900302887,-1.1931480169296265,-0.017292000353336334
-50.00782012939453,-31.602569580078125,82.42098236083984,0.3968310058116913,0.6787109971046448,0.49282199144363403,-1.2450239658355713,-0.03458400070667267
-45.61048126220703,-36.46613311767578,82.99846649169922,0.3890500068664551,0.6268349885940552,0.5446979999542236,-1.2450239658355713,-0.03458400070667267
-40.84757995605469,-41.07009506225586,82.8713150024414,0.3890500068664551,0.5576670169830322,0.6138659715652466,-1.2450239658355713,-0.03458400070667267
-36.24361801147461,-45.303199768066406,82.48986053466797,0.21008700132369995,0.4884989857673645,0.7003260254859924,-1.2796080112457275,-0.03458400070667267
-31.629060745239258,-49.46742630004883,82.07131958007812,0.19452500343322754,0.4366230070590973,0.8040779829025269,-1.2623159885406494,-0.03458400070667267
-26.474105834960938,-53.711124420166016,81.30310821533203,0.19452500343322754,0.3847469985485077,0.8386620283126831,-1.2969000339508057,-0.06916800141334534
-21.1019344329834,-57.18661117553711,79.3746337890625,0.18674400448799133,0.31557899713516235,0.8732460141181946,-1.2450239658355713,-0.03458400070667267
-16.105920791625977,-60.67799377441406,77.96537017822266,0.1400579959154129,0.24641099572181702,0.9597060084342957,-1.2450239658355713,-0.03458400070667267
-10.988052368164062,-64.23294830322266,76.47663116455078,0.34236401319503784,0.1945350021123886,0.976997971534729,-1.2450239658355713,-0.06916800141334534
-5.573495864868164,-67.43294525146484,74.29385375976562,0.23342999815940857,0.12536700069904327,1.046165943145752,-1.2450239658355713,-0.06916800141334534
-0.25960201025009155,-70.09783935546875,71.69783020019531,0.17118200659751892,0.021615000441670418,1.0980420112609863,-1.1758559942245483,-0.06916800141334534
4.927140235900879,-72.93756866455078,69.36141967773438,0.23342999815940857,-0.01296900026500225,1.1153340339660645,-1.1758559942245483,-0.06916800141334534
10.368185997009277,-75.70841979980469,66.72301483154297,0.22564899921417236,-0.09942899644374847,1.1499179601669312,-1.1239800453186035,-0.06916800141334534
15.6873779296875,-77.98655700683594,63.528316497802734,-0.12449599802494049,-0.1685969978570938,1.1672099828720093,-1.0721039772033691,-0.06916800141334534
