17-220kVⅡ段母线电压Ua_17,18-220kVⅡ段母线电压Ub_18,19-220kVⅡ段母线电压Uc_19,20-220kVⅡ段母线电压3Uo_20,5-220kV甘镇线路电流Ia_5,6-220kV甘镇线路电流Ib_6,7-220kV甘镇线路电流Ic_7,8-220kV甘镇线路电流3Io_8
73.68404388427734,-75.04478454589844,1.246785044670105,-0.31156355142593384,-0.6558636426925659,0.6567749381065369,0.034579258412122726,0.0
76.39576721191406,-72.17761993408203,-4.270238876342773,-0.12462542206048965,-0.6903827786445618,0.6222078204154968,0.06915851682424545,-0.03454866260290146
78.79579162597656,-69.12347412109375,-9.600244522094727,0.15578177571296692,-0.6903827786445618,0.5876407027244568,0.1383170336484909,0.0
80.66594696044922,-65.7888412475586,-14.587385177612305,0.46734532713890076,-0.7249019145965576,0.5876407027244568,0.17289628088474274,-0.03454866260290146
81.94388580322266,-62.08023452758789,-19.449846267700195,0.6854398250579834,-0.7249019145965576,0.5185065269470215,0.20747554302215576,-0.03454866260290146
83.0971450805664,-58.34046173095703,-24.249969482421875,0.8100652694702148,-0.7594210505485535,0.48393940925598145,0.2420547902584076,0.0
84.00105285644531,-54.38253402709961,-29.143600463867188,0.7165961861610413,-0.7594210505485535,0.4493723213672638,0.2766340672969818,-0.03454866260290146
84.40625762939453,-50.144126892089844,-33.850215911865234,0.6231271028518677,-0.7594210505485535,0.41480520367622375,0.3457925617694855,-0.03454866260290146
84.49976348876953,-45.4382438659668,-38.65033721923828,0.6231271028518677,-0.7594210505485535,0.34567099809646606,0.3803718090057373,-0.03454866260290146
84.59326934814453,-40.54537582397461,-43.575138092041016,0.7477525472640991,-0.7594210505485535,0.34567099809646606,0.4149510860443115,0.0
84.71794891357422,-35.496681213378906,-48.562278747558594,0.9658470153808594,-0.7594210505485535,0.2765367925167084,0.4841095805168152,-0.03454866260290146
84.34391784667969,-30.323328018188477,-53.33123016357422,0.9970033764839172,-0.7249019145965576,0.24196970462799072,0.5186888575553894,-0.03454866260290146
83.50234985351562,-25.212305068969727,-57.75731658935547,0.8100652694702148,-0.7249019145965576,0.20740260183811188,0.5532681345939636,-0.03454866260290146
82.34908294677734,-19.914291381835938,-62.08989715576172,0.4361889958381653,-0.7249019145965576,0.1382683962583542,0.5878473520278931,-0.03454866260290146
80.85296630859375,-14.7097749710083,-66.01726531982422,0.12462542206048965,-0.6903827786445618,0.10370130091905594,0.6224266290664673,0.0
78.92047119140625,-9.567586898803711,-69.38359069824219,-0.15578177571296692,-0.6903827786445618,0.03456709906458855,0.6224266290664673,-0.03454866260290146
76.58277893066406,-4.425398349761963,-72.28236389160156,-0.3427199125289917,-0.6558636426925659,0.0,0.6570058465003967,-0.03454866260290146
74.15158081054688,0.6544603109359741,-74.9941177368164,-0.4361889958381653,-0.6213445067405701,-0.03456709906458855,0.691585123538971,0.0
71.37751770019531,5.827813148498535,-77.3630142211914,-0.37387627363204956,-0.6213445067405701,-0.10370130091905594,0.691585123538971,-0.03454866260290146
68.0735855102539,11.001166343688965,-79.13967895507812,-0.12462542206048965,-0.5868253707885742,-0.17283549904823303,0.7261644005775452,0.0
64.4267807006836,16.236848831176758,-80.573486328125,0.09346906840801239,-0.5523062348365784,-0.20740260183811188,0.7261644005775452,-0.03454866260290146
60.74881362915039,21.254377365112305,-81.78910064697266,0.31156355142593384,-0.5177870988845825,-0.24196970462799072,0.7607436180114746,0.0
56.790321350097656,26.209577560424805,-82.78652954101562,0.31156355142593384,-0.4832679331302643,-0.2765367925167084,0.7607436180114746,-0.03454866260290146
52.23961639404297,31.195941925048828,-83.34757995605469,0.09346906840801239,-0.44874879717826843,-0.3111039102077484,0.7607436180114746,0.0
47.53306579589844,36.15114212036133,-83.81512451171875,-0.2492508441209793,-0.4142296612262726,-0.3802381157875061,0.7607436180114746,0.0
43.013526916503906,41.10634231567383,-84.4073486328125,-0.4985016882419586,-0.37971052527427673,-0.41480520367622375,0.7607436180114746,0.0
38.5251579284668,45.90571594238281,-84.71904754638672,-0.560814380645752,-0.3451913893222809,-0.4493723213672638,0.7607436180114746,0.0
33.60042190551758,50.76742172241211,-84.65670776367188,-0.560814380645752,-0.2761531174182892,-0.48393940925598145,0.7607436180114746,0.0
28.457500457763672,55.50446701049805,-84.28266906738281,-0.5919707417488098,-0.2071148306131363,-0.5185065269470215,0.7607436180114746,-0.03454866260290146
23.47042465209961,59.86753463745117,-83.6592788696289,-0.4985016882419586,-0.2071148306131363,-0.5530735850334167,0.7607436180114746,0.0
18.421010971069336,63.85662841796875,-82.4748306274414,-0.37387627363204956,-0.1380765587091446,-0.5876407027244568,0.7261644005775452,0.0
13.091073036193848,67.37825012207031,-80.60465240478516,-0.2492508441209793,-0.10355741530656815,-0.6222078204154968,0.691585123538971,0.0
7.72996711730957,70.55705261230469,-78.36044311523438,-0.21809449791908264,-0.0690382793545723,-0.6567749381065369,0.691585123538971,-0.03454866260290146
2.5558762550354004,73.29955291748047,-75.89804077148438,-0.06231271103024483,0.0,-0.6567749381065369,0.691585123538971,0.0
-2.524707078933716,75.85506439208984,-73.15511322021484,0.15578177571296692,0.03451913967728615,-0.6913419961929321,0.6570058465003967,0.0
-7.854643821716309,78.09893035888672,-69.94464111328125,0.37387627363204956,0.0690382793545723,-0.7259091138839722,0.6224266290664673,0.0
-13.12224292755127,80.09347534179688,-66.64066314697266,0.5296580195426941,0.1380765587091446,-0.7259091138839722,0.5878473520278931,0.0
-18.046979904174805,81.71404266357422,-63.149662017822266,0.7477525472640991,0.17259569466114044,-0.7259091138839722,0.5532681345939636,0.0
-22.81587028503418,82.86714172363281,-59.44047546386719,0.9970033764839172,0.2071148306131363,-0.7604762315750122,0.5532681345939636,0.0
-27.802946090698242,83.73975372314453,-55.294918060302734,1.028159737586975,0.2761531174182892,-0.7604762315750122,0.4841095805168152,0.0
-32.97703552246094,84.30072021484375,-50.83766174316406,0.7477525472640991,0.31067225337028503,-0.7604762315750122,0.44953033328056335,0.0
-38.057621002197266,84.73703002929688,-46.41157531738281,0.3427199125289917,0.3451913893222809,-0.7604762315750122,0.4149510860443115,0.0
-43.07586669921875,84.86168670654297,-41.73612976074219,0.031156355515122414,0.4142296612262726,-0.7604762315750122,0.3457925617694855,0.0
-48.06294250488281,84.92401885986328,-36.96717834472656,-0.2492508441209793,0.44874879717826843,-0.7604762315750122,0.31121331453323364,0.0
-52.86300277709961,84.83052062988281,-32.104713439941406,-0.4050326347351074,0.4832679331302643,-0.7604762315750122,0.2766340672969818,0.0
-57.19552230834961,84.42537689208984,-27.33576202392578,-0.31156355142593384,0.4832679331302643,-0.7604762315750122,0.2420547902584076,0.0
-61.12284469604492,83.58393096923828,-22.348621368408203,-0.031156355515122414,0.5523062348365784,-0.7604762315750122,0.20747554302215576,0.0
-64.86315155029297,82.1815185546875,-17.080955505371094,0.280407190322876,0.5523062348365784,-0.7259091138839722,0.1383170336484909,0.0
-68.2605972290039,80.31163024902344,-11.750948905944824,0.4361889958381653,0.6213445067405701,-0.7259091138839722,0.10373777151107788,0.0
-71.15933227539062,77.88077545166016,-6.452112674713135,0.4050326347351074,0.6213445067405701,-0.6567749381065369,0.034579258412122726,0.0
-73.8087158203125,75.13827514648438,-1.0909368991851807,0.280407190322876,0.6558636426925659,-0.6567749381065369,0.0,0.0
-76.48927307128906,72.23995208740234,4.3949174880981445,0.12462542206048965,0.6903827786445618,-0.6567749381065369,-0.06915851682424545,0.0
