1-110kV母线Ⅰ段电压Ua_1,2-110kV母线Ⅰ段电压Ub_2,3-110kV母线Ⅰ段电压Uc_3,4-110kV母线Ⅰ段电压3Uo_4,5-110kV普八线路电流Ia_5,6-110kV普八线路电流Ib_6,7-110kV普八线路电流Ic_7,8-110kV普八线路电流3Io_8
-60.015499114990234,80.45455932617188,-20.219860076904297,0.2531159222126007,3.2108314037323,-3.987161874771118,0.8816363215446472,0.07058077305555344
-63.59993362426758,78.96759033203125,-15.251913070678711,0.09491847455501556,3.3519668579101562,-3.881308078765869,0.6347781419754028,0.10587115585803986
-66.74028015136719,76.91114044189453,-10.125751495361328,0.0,3.528386116027832,-3.77545428276062,0.38791999220848083,0.07058077305555344
-69.62686157226562,74.380126953125,-4.746446132659912,-0.03163949027657509,3.634237766265869,-3.7048850059509277,0.10579635947942734,0.07058077305555344
-72.25967407226562,71.56437683105469,0.6645024418830872,-0.09491847455501556,3.7753732204437256,-3.5284619331359863,-0.17632727324962616,0.07058077305555344
-74.63872528076172,68.36897277832031,6.202022552490234,-0.09491847455501556,3.8812248706817627,-3.3873233795166016,-0.42318543791770935,0.07058077305555344
-76.8908920288086,65.07865905761719,11.644614219665527,-0.3163948953151703,4.022360324859619,-3.1756157875061035,-0.7053090929985046,0.07058077305555344
-78.88929748535156,61.7883415222168,16.834062576293945,-0.4745923578739166,4.092927932739258,-3.0344772338867188,-0.9521672129631042,0.07058077305555344
-80.4118881225586,58.37147521972656,21.77036476135254,-0.569510817527771,4.128211975097656,-2.8227696418762207,-1.2342908382415771,0.07058077305555344
-81.68071746826172,54.73314666748047,26.611740112304688,-0.4745923578739166,4.234063625335693,-2.6463463306427,-1.5164145231246948,0.07058077305555344
-82.44200897216797,50.93662643432617,31.26325798034668,-0.41131338477134705,4.234063625335693,-2.434638738632202,-1.728007197380066,0.03529038652777672
-82.94953918457031,46.79209518432617,35.94641876220703,-0.3163948953151703,4.234063625335693,-2.1876463890075684,-1.939599871635437,0.03529038652777672
-83.2667465209961,42.42609786987305,40.66122055053711,-0.2847554087638855,4.234063625335693,-1.9759386777877808,-2.186458110809326,0.03529038652777672
-83.10814666748047,37.61717224121094,45.28109359741211,-0.3163948953151703,4.234063625335693,-1.7642309665679932,-2.3627853393554688,0.07058077305555344
-82.6957778930664,32.71333694458008,49.74275207519531,-0.3163948953151703,4.1634955406188965,-1.5172386169433594,-2.57437801361084,0.03529038652777672
-81.99791717529297,27.777862548828125,54.01455307006836,-0.2531159222126007,4.128211975097656,-1.2702462673187256,-2.8212363719940186,0.03529038652777672
-81.1097412109375,22.747474670410156,58.09649658203125,-0.3163948953151703,4.057643890380859,-0.9879693388938904,-3.0328290462493896,0.03529038652777672
-79.7457504272461,17.780363082885742,61.76708221435547,-0.3163948953151703,4.022360324859619,-0.7056924104690552,-3.2444217205047607,0.0
-77.93767547607422,12.813250541687012,64.96302032470703,-0.18983694911003113,3.916508674621582,-0.4939846694469452,-3.3502180576324463,0.03529038652777672
-75.81239318847656,7.782863616943359,67.96910858154297,0.0,3.7753732204437256,-0.2469923347234726,-3.526545286178589,0.0
-73.21129608154297,2.531012535095215,70.7220458984375,0.12655796110630035,3.6695215702056885,0.0705692395567894,-3.6323416233062744,0.0
-70.3881607055664,-2.9106643199920654,73.31676483154297,0.15819744765758514,3.528386116027832,0.2822769582271576,-3.808668851852417,-0.03529038652777672
-67.40641784667969,-8.415616989135742,76.0380630493164,0.37967389822006226,3.3872506618499756,0.5645539164543152,-3.9144651889801025,0.0
-64.1391830444336,-13.9522066116333,78.37964630126953,0.5378713607788086,3.1755475997924805,0.8468308448791504,-3.9849963188171387,-0.03529038652777672
-60.80851745605469,-19.267332077026367,80.49972534179688,0.6960687637329102,2.9638442993164062,1.1291078329086304,-4.090792655944824,-0.03529038652777672
-57.22407913208008,-24.39263343811035,81.9552993774414,0.6960687637329102,2.7874250411987305,1.3761001825332642,-4.126058101654053,-0.03529038652777672
-53.38587951660156,-29.138280868530273,82.9678726196289,0.7277082800865173,2.5757219791412354,1.623092532157898,-4.19658899307251,-0.10587115585803986
-49.389076232910156,-33.6941032409668,83.47415924072266,0.6327897906303406,2.364018678665161,1.7995156049728394,-4.19658899307251,-0.03529038652777672
-45.13850784301758,-38.06010055541992,83.50580596923828,0.5062318444252014,2.1875994205474854,2.0465078353881836,-4.231854438781738,-0.03529038652777672
-40.79277420043945,-42.45773696899414,83.44252014160156,0.3163948953151703,1.9406124353408813,2.2582156658172607,-4.19658899307251,0.0
-36.09811782836914,-46.76045608520508,83.03115844726562,0.22147643566131592,1.6936253309249878,2.5052080154418945,-4.19658899307251,-0.03529038652777672
-31.30829620361328,-50.968265533447266,82.46158599853516,0.22147643566131592,1.411354422569275,2.7169156074523926,-4.161323547363281,-0.03529038652777672
-26.48675537109375,-55.239349365234375,81.82872772216797,0.18983694911003113,1.164367437362671,2.893338680267334,-4.126058101654053,-0.03529038652777672
-21.474889755249023,-59.383880615234375,81.03765106201172,0.2847554087638855,0.9173803925514221,3.105046510696411,-4.090792655944824,-0.07058077305555344
-16.4947452545166,-63.085487365722656,79.77193450927734,0.2531159222126007,0.6351094841957092,3.2814695835113525,-3.9849963188171387,0.0
-5.995205879211426,-52.80324935913086,69.7411117553711,17.528278350830078,0.5292579531669617,0.8468308448791504,0.0,1.3410346508026123
-3.4892733097076416,-56.50485610961914,63.44416046142578,9.808241844177246,0.5645418167114258,-0.670407772064209,2.8212363719940186,2.6467790603637695
-2.4107706546783447,-54.85969543457031,53.88798141479492,-7.561838150024414,-0.07056772708892822,-2.5052080154418945,5.184021472930908,2.6114885807037354
8.215652465820312,-51.25300216674805,46.42024230957031,4.809202671051025,-0.3528386056423187,-4.657569885253906,6.947294235229492,1.9409712553024292
12.149014472961426,-50.904991149902344,38.509498596191406,0.2531159222126007,-0.6351094841957092,-6.527654647827148,8.569504737854004,1.4116154909133911
12.402780532836914,-49.607845306396484,33.984554290771484,-5.473631858825684,-0.882096529006958,-8.22131633758545,9.980123519897461,0.8469692468643188
17.03399658203125,-54.480045318603516,36.3577766418457,-1.866729974746704,-1.4819221496582031,-10.020832061767578,11.426007270812988,-0.07058077305555344
24.393192291259766,-58.972591400146484,38.73099899291992,7.150524616241455,-1.164367437362671,-11.996770858764648,12.977686882019043,-0.24703270196914673
