500kV阿科#1线_9,500kV阿科#1线_10,500kV阿科#1线_11,500kV阿科#1线_12,阿科1线_33,阿科1线_34,阿科1线_35,阿科1线_36
-43.90668869018555,85.40245819091797,-40.879764556884766,-0.9387590289115906,0.005255000200122595,-0.03697099909186363,0.03175099939107895,-7.000000096013537e-06
-48.611167907714844,85.27420043945312,-36.196510314941406,-0.7197149991989136,0.0017509999452158809,-0.047290999442338943,0.03175099939107895,-0.003459000028669834
-52.87192916870117,84.57413482666016,-31.39057731628418,-0.4928480088710785,0.005255000200122595,-0.04385099932551384,0.024886999279260635,-0.006910999771207571
-56.747779846191406,83.64962768554688,-26.70199203491211,-0.34421101212501526,0.008759000338613987,-0.04385099932551384,0.024886999279260635,-7.000000096013537e-06
-60.28148651123047,82.22811889648438,-21.78404426574707,-0.2503350079059601,0.008759000338613987,-0.05073099955916405,0.018022999167442322,-0.006910999771207571
-63.5799674987793,80.53941345214844,-16.839426040649414,-0.18775099515914917,0.008759000338613987,-0.047290999442338943,0.018022999167442322,-0.010363000445067883
-66.7341079711914,78.49266052246094,-11.676114082336426,-0.17210499942302704,0.01576700061559677,-0.05073099955916405,0.018022999167442322,-0.006910999771207571
-69.8294448852539,76.29627990722656,-6.358116149902344,-0.16428199410438538,0.01576700061559677,-0.05073099955916405,0.01459100004285574,-0.006910999771207571
-72.81250762939453,73.6937484741211,-0.8587620258331299,-0.10169800370931625,0.0192709993571043,-0.05073099955916405,0.01459100004285574,-7.000000096013537e-06
-75.67262268066406,70.96831512451172,4.555247783660889,0.1095229983329773,0.02277499996125698,-0.047290999442338943,0.018022999167442322,-7.000000096013537e-06
-78.04090118408203,68.03445434570312,9.873246192932129,0.18775300681591034,0.02277499996125698,-0.05073099955916405,0.018022999167442322,-7.000000096013537e-06
-80.15791320800781,64.73186492919922,15.041892051696777,0.4380890130996704,0.02277499996125698,-0.047290999442338943,0.004294999875128269,-0.003459000028669834
-81.7403335571289,61.1567268371582,20.050518035888672,0.5632569789886475,0.03328699991106987,-0.047290999442338943,0.007726999931037426,-7.000000096013537e-06
-83.04475402832031,57.30904769897461,25.107149124145508,0.8683540225028992,0.03328699991106987,-0.03697099909186363,0.004294999875128269,-7.000000096013537e-06
-83.93753814697266,53.27967071533203,30.030431747436523,0.9152920246124268,0.02978299930691719,-0.03697099909186363,-0.0025690000038594007,-0.006910999771207571
-84.70735931396484,48.89224624633789,35.06572723388672,1.009168028831482,0.03328699991106987,-0.03697099909186363,-0.006000999826937914,-0.003459000028669834
-85.12969207763672,44.31243896484375,40.00501251220703,0.9544069766998291,0.03328699991106987,-0.04385099932551384,-0.006000999826937914,-7.000000096013537e-06
-85.27404022216797,39.513526916503906,45.008304595947266,0.9152920246124268,0.03679100051522255,-0.030091000720858574,-0.0025690000038594007,-7.000000096013537e-06
-85.00138854980469,34.80012130737305,49.48352813720703,0.829239010810852,0.04029500111937523,-0.03697099909186363,-0.0025690000038594007,-7.000000096013537e-06
-84.35452270507812,29.9263916015625,53.772064208984375,0.7666550278663635,0.03679100051522255,-0.03697099909186363,-0.012865000404417515,-7.000000096013537e-06
-83.28532409667969,25.127479553222656,57.532535552978516,0.6806020140647888,0.03679100051522255,-0.03697099909186363,-0.016296999529004097,-7.000000096013537e-06
-81.8953628540039,20.2003116607666,61.122318267822266,0.5789030194282532,0.03679100051522255,-0.030091000720858574,-0.019728999584913254,-7.000000096013537e-06
-80.12049102783203,15.182295799255371,64.4614028930664,0.5476109981536865,0.03679100051522255,-0.02665100060403347,-0.019728999584913254,-7.000000096013537e-06
-78.07832336425781,9.886391639709473,67.66180419921875,0.5319650173187256,0.04029500111937523,-0.02665100060403347,-0.02316099964082241,-7.000000096013537e-06
-75.8009262084961,4.419479846954346,70.76085662841797,0.6336640119552612,0.04029500111937523,-0.02665100060403347,-0.02316099964082241,-7.000000096013537e-06
-73.14396667480469,-1.1703439950942993,73.71055603027344,0.610194981098175,0.04029500111937523,-0.023211000487208366,-0.02316099964082241,-7.000000096013537e-06
-70.40681457519531,-6.67466402053833,76.4148941040039,0.7431859970092773,0.04730299860239029,-0.023211000487208366,-0.026592999696731567,-7.000000096013537e-06
-67.25801849365234,-12.056072235107422,78.7085189819336,0.6023719906806946,0.04379900172352791,-0.01633100025355816,-0.026592999696731567,-7.000000096013537e-06
-63.927459716796875,-17.26647186279297,80.7087631225586,0.5710800290107727,0.03679100051522255,-0.023211000487208366,-0.030024999752640724,-0.003459000028669834
-60.23871994018555,-22.369991302490234,82.1489486694336,0.2894519865512848,0.03679100051522255,-0.01633100025355816,-0.030024999752640724,-7.000000096013537e-06
-56.24525833129883,-27.425416946411133,83.41310119628906,0.11734600365161896,0.03679100051522255,-0.009451000019907951,-0.03688900172710419,-0.006910999771207571
-51.984493255615234,-32.389991760253906,84.19720458984375,-0.0704059973359108,0.02978299930691719,-0.009451000019907951,-0.03688900172710419,-0.003459000028669834
-47.49385452270508,-37.49351119995117,84.82661437988281,-0.07822900265455246,0.03328699991106987,0.0008689999813213944,-0.03688900172710419,-7.000000096013537e-06
-42.816104888916016,-42.50083923339844,85.11998748779297,-0.0469370000064373,0.02978299930691719,0.0008689999813213944,-0.040320999920368195,-7.000000096013537e-06
-38.052818298339844,-47.374568939208984,85.16265869140625,0.0625850036740303,0.03328699991106987,0.004308999981731176,-0.040320999920368195,-7.000000096013537e-06
-33.220035552978516,-51.810089111328125,84.65592956542969,0.25033700466156006,0.02978299930691719,0.004308999981731176,-0.03688900172710419,-7.000000096013537e-06
-28.435365676879883,-55.91427993774414,83.871826171875,0.4380890130996704,0.02978299930691719,0.004308999981731176,-0.0437530018389225,-7.000000096013537e-06
-23.640003204345703,-59.51079177856445,82.59166717529297,0.6180179715156555,0.02277499996125698,0.011188999749720097,-0.040320999920368195,-0.003459000028669834
-19.170747756958008,-42.77338409423828,57.34584426879883,8.026398658752441,0.0017509999452158809,-0.7972109913825989,0.8279749751091003,0.04832100123167038
-14.41280746459961,-16.897735595703125,31.657302856445312,-1.306439995765686,0.04379900172352791,-0.7352910041809082,0.6495109796524048,-0.024171000346541405
-8.099181175231934,40.96709442138672,-41.7385368347168,16.10755729675293,-0.005257000215351582,-0.10921099781990051,0.07979899644851685,-0.024171000346541405
-2.111660957336426,34.26572036743164,-28.168842315673828,-6.962469100952148,0.02277499996125698,-0.4394510090351105,0.42986300587654114,0.031060999259352684
4.6937971115112305,34.12143325805664,-33.14012908935547,-9.6848726272583,0.02277499996125698,-0.3809710144996643,0.3543590009212494,-7.000000096013537e-06
11.071575164794922,23.353271484375,-30.65448570251465,-7.071990966796875,0.02978299930691719,-0.5254510045051575,0.47447898983955383,-0.020718999207019806
16.326692581176758,28.536951065063477,-45.00294494628906,0.3050979971885681,0.02277499996125698,-0.5151309967041016,0.47791099548339844,0.003444999922066927
20.09027671813965,33.51755905151367,-58.73799514770508,8.918221473693848,0.02277499996125698,-0.6320909857749939,0.6014630198478699,-7.000000096013537e-06
25.035327911376953,16.903064727783203,-43.59476852416992,2.706758975982666,0.0017509999452158809,-0.8212910294532776,0.7970870137214661,-0.013814999721944332
29.125017166137695,3.8583600521087646,-33.90289306640625,1.2673269510269165,-0.005257000215351582,-0.8832110166549683,0.8417029976844788,-0.0345270000398159
33.492698669433594,-11.79421615600586,-23.30423355102539,2.2530250549316406,0.02277499996125698,-0.27777099609375,0.2513990104198456,-7.000000096013537e-06
41.533084869384766,-68.22151184082031,29.934419631958008,-5.319639205932617,-0.019272999837994576,-0.20897099375724792,0.23080700635910034,0.006897000130265951
45.6922721862793,-97.36769104003906,53.86274337768555,-5.217939853668213,0.01576700061559677,-0.921051025390625,0.9446629881858826,0.04486899822950363
46.226871490478516,-89.9341812133789,35.44977569580078,14.222214698791504,-0.05080899968743324,-0.6458510160446167,0.656374990940094,-0.024171000346541405
47.066192626953125,-88.4806137084961,34.88437271118164,11.08519172668457,-0.043800998479127884,-0.7662510275840759,0.7627670168876648,-0.027622999623417854
51.56752395629883,-78.72247314453125,25.619213104248047,2.393838882446289,-0.04730499908328056,-0.7284110188484192,0.769631028175354,-0.003459000028669834
58.95035171508789,-83.89546203613281,27.971508026123047,-5.8046650886535645,-0.036793000996112823,-0.8419309854507446,0.8657270073890686,-0.003459000028669834
62.91173553466797,-68.98036193847656,10.86003589630127,-8.323671340942383,-0.04730499908328056,-0.8350510001182556,0.87602299451828,-7.000000096013537e-06
64.27496337890625,-36.269737243652344,-29.443668365478516,2.573767900466919,-0.05080899968743324,-0.7284110188484192,0.7456070184707642,-0.020718999207019806
67.6643295288086,-26.2230167388916,-39.572933197021484,-2.6441729068756104,-0.04730499908328056,-0.5736110210418701,0.6220549941062927,0.006897000130265951
69.81342315673828,-14.252455711364746,-51.21705627441406,-7.330150127410889,-0.07884100079536438,-1.0414509773254395,1.143718957901001,0.03451300039887428
68.25773620605469,20.312536239624023,-94.20909881591797,9.896096229553223,-0.0753370001912117,-1.2237709760665894,1.2432470321655273,-0.0414309985935688
73.27228546142578,11.15826416015625,-79.62593841552734,-7.9246978759765625,-0.0753370001912117,-0.6286510229110718,0.6220549941062927,-0.062143001705408096
77.38870239257812,7.428152084350586,-81.48750305175781,-6.195815086364746,-0.05431300029158592,-0.9038509726524353,0.9618229866027832,0.003444999922066927
77.74153900146484,-1.4321999549865723,-72.1050033569336,-7.572662830352783,-0.06132100149989128,-0.8935310244560242,0.958391010761261,-7.000000096013537e-06
76.19654846191406,-16.496936798095703,-56.993778228759766,-4.701622009277344,-0.0578170008957386,-0.9244909882545471,0.9515269994735718,-0.024171000346541405
